opendb_id,metadata_name,metadata_manufacturer,metadata_series,metadata_variant,metadata_releaseYear,_source_file,capacity,cas_latency,color,ecc,form_factor,general_product_information_amazon_sku,general_product_information_bestbuy_sku,general_product_information_ibuypower_sku,general_product_information_manufacturer_url,general_product_information_newegg_sku,general_product_information_walmart_sku,heat_spreader,height,lighting,metadata_last_manually_spec_verified_at,metadata_manufacturer_color,metadata_part_numbers,modules_capacity_gb,modules_quantity,profile_support,ram_type,registered,rgb,speed,timings,voltage
0143caa5-8110-44a3-adf8-b6d4b1398722,GeIL EVO V RGB Black DDR5-6800 CL36 96GB (2x48GB),GeIL,EVO,6800 CL36,,0143caa5-8110-44a3-adf8-b6d4b1398722.json,96,36,BLACK,Non-ECC,288-pin DIMM,,,,,,,True,,,,,GESG596GB6800C36BDC,48,2,,DDR5,Unbuffered,True,6800,36-44-44-86,
01447d1c-6c30-4d5a-9e0a-36f4b88a5468,v-color MANTA XFinity RGB DDR5-6800 96GB (2x48GB) CL34 White,v-color,MANTA XFinity RGB DDR5,,,01447d1c-6c30-4d5a-9e0a-36f4b88a5468.json,96,34,WHITE,Non-ECC,288-pin DIMM,,,,,,,,,,,,TMXFL4868834WWK,48,2,XMP,DDR5,Unbuffered,,6800,34-46-46-108,1.4
014cce3c-fd9f-4dbc-b7e3-8bbd324de68a,Timetec PINNACLE Konduit RGB DDR4-3600 CL18 16GB (1x16GB),Timetec,PINNACLE,3600 CL18,,014cce3c-fd9f-4dbc-b7e3-8bbd324de68a.json,16,18,WHITE,Non-ECC,288-pin DIMM,,,,,0RN-00A3-001K2,,True,,,,,PKMD4U36C18FHW16G,16,1,,DDR4,Unbuffered,True,3600,18-22-22-42,
0164f75b-1318-46a3-b0f0-25b76d2ce74f,TEAMGROUP Elite Plus Silver DDR5-5600 CL40 16GB (1x16GB),TEAMGROUP,Elite,5600 CL40,,0164f75b-1318-46a3-b0f0-25b76d2ce74f.json,16,40,GREY,Non-ECC,288-pin DIMM,,,,,,,True,,,,,TPSD516G5600HC4601,16,1,,DDR5,Unbuffered,False,5600,40-40-40-77,
016ab36c-c699-4cf1-b6bf-b8fe01c75e0f,Corsair Dominator Platinum RGB Gray / Black DDR5-6000 CL30 32GB (2x16GB),Corsair,Dominator Platinum,,,016ab36c-c699-4cf1-b6bf-b8fe01c75e0f.json,32,30,GREY | BLACK,Non-ECC,288-pin DIMM,,,,,,,True,,,,Grey,CMT32GX5M2B6000Z30,16,2,EXPO | XMP,DDR5,Unbuffered,True,6000,30-36-36-76,
0180965b-df72-41b5-a7db-0b0415f385ec,Corsair Vengeance RGB Black / Gray DDR5-6600 CL32 64GB (4x16GB),Corsair,Vengeance,,,0180965b-df72-41b5-a7db-0b0415f385ec.json,64,32,BLACK | GREY,Non-ECC,288-pin DIMM,B0BVKY73YS,,,,N82E16820236957,,True,,ARGB,,Black,CMH64GX5M4B6600C32,16,4,XMP,DDR5,Unbuffered,True,6600,32-39-39-76,
018534ca-c5ed-413c-bed1-efb4b96404e2,Klevv CRAS X RGB Black DDR4-3200 CL16 8GB (1x8GB),Klevv,CRAS,3200 CL16,,018534ca-c5ed-413c-bed1-efb4b96404e2.json,8,16,BLACK,Non-ECC,288-pin DIMM,,,,,,,True,,,,,KD48GU880-32A160W,8,1,,DDR4,Unbuffered,True,3200,16-18-18-38,
0189f67f-5462-4b80-8886-4b9f6c5020a0,Kingston FURY Renegade Pro Registered Black DDR5-6400 CL32 128GB (4x32GB),Kingston,FURY,6400 CL32,,0189f67f-5462-4b80-8886-4b9f6c5020a0.json,128,32,BLACK,Non-ECC,288-pin DIMM,B0CN3CTW2N,,,,N82E16820242816,5202265064,False,,,,,KF564R32RBK4-128,32,4,,DDR5,Unbuffered,False,6400,,
018e64d2-c744-4656-a22e-7da862794efb,Kingston FURY White DDR5-5600 CL40 64GB (2x32GB),Kingston,FURY,5600 CL40,,018e64d2-c744-4656-a22e-7da862794efb.json,64,40,WHITE,Non-ECC,288-pin DIMM,B0BZJBGNDF,,,,,1401426619,True,,,,,KF556C40BWAK2-64,32,2,,DDR5,Unbuffered,True,5600,,
019b5612-e889-4724-8acc-5332fc18e2de,Kingston FURY Beast Black DDR5-6000 CL30 32GB (1x32GB),Kingston,FURY,6000 CL30,,019b5612-e889-4724-8acc-5332fc18e2de.json,32,30,BLACK,Non-ECC,288-pin DIMM,B0CYHB1WTV,,,,0RN-001J-015F1,5567216216,True,,,,,KF560C30BB-32,32,1,,DDR5,Unbuffered,False,6000,,
01aa1aa3-c1c7-4d4f-9872-ce0c94739ca8,Corsair Vengeance Black DDR5-6200 CL32 32GB (2x16GB),Corsair,Vengeance,,,01aa1aa3-c1c7-4d4f-9872-ce0c94739ca8.json,32,32,BLACK | GREY,Non-ECC,288-pin DIMM,B0CCXS7J78,,,,,3116291002,True,,None,,Black,CMK32GX5M2X6200C32,16,2,XMP,DDR5,Unbuffered,False,6200,32-38-38-80,
01d28304-01a0-4d29-85c4-f9f5f8daed14,Corsair Dominator Platinum RGB Black DDR4-3600 CL18 16GB (2x8GB),Corsair,Dominator,3600 CL18,,01d28304-01a0-4d29-85c4-f9f5f8daed14.json,16,18,BLACK,Non-ECC,288-pin DIMM,B07N3HCWJG,,,,N82E16820236497,230626394,True,,,,,CMT16GX4M2C3600C18,8,2,,DDR4,Unbuffered,True,3600,18-19-19-39,
01e4e42f-2a39-47c6-b322-b5f5bb19bd90,Crucial CT2K16G52C42U5 Black DDR5-5200 CL42 32GB (2x16GB),Crucial,CT2K16G52C42U5,5200 CL42,,01e4e42f-2a39-47c6-b322-b5f5bb19bd90.json,32,42,BLACK,Non-ECC,288-pin DIMM,B0BLTFW9NY,,,,N82E16820156308,2794368452,False,,,,,CT2K16G52C42U5,16,2,,DDR5,Unbuffered,False,5200,,
01f0cbe4-4b57-49cc-a0f7-29dc75df4688,G.Skill Trident Z5 Metallic Silver DDR5-5600 CL36 32GB (2x16GB),G.SKILL,Trident Z5,,2021,01f0cbe4-4b57-49cc-a0f7-29dc75df4688.json,32,36,GREY | BLACK,Non-ECC,288-pin DIMM,B09RB2WTVP,,,https://www.gskill.com/product/165/371/1640229016/F5-5600J3636C16GX2-TZ5S-F5-5600J3636C16GA2-TZ5S,N82E16820374336,803253439,True,44,None,,Metallic Silver,F5-5600J3636C16GX2-TZ5S,16,2,XMP,DDR5,Unbuffered,False,5600,36-36-36-89,1.2
020449f4-8e25-4c35-8460-fa8ed3739fa0,Kingston HyperX Fury Black DDR4-2666 CL16 8GB (1x8GB),Kingston,HyperX,2666 CL16,,020449f4-8e25-4c35-8460-fa8ed3739fa0.json,8,16,BLACK,Non-ECC,288-pin DIMM,B07WD5VKTS,6426482,,,9SIBM1SKAH7694,843387503,True,,,,,HX426C16FB3 | 8 | HX426C16FB3/8 | HX426C16FB2/8,8,1,,DDR4,Unbuffered,False,2666,,
02090549-8582-4c57-ad57-126997365bbe,Crucial CT24G56C46S5 Black SODIMM DDR5-5600 CL46 24GB (1x24GB),Crucial,CT24G56C46S5,5600 CL46,,02090549-8582-4c57-ad57-126997365bbe.json,24,46,BLACK,Non-ECC,262-pin SO-DIMM,,,,,N82E16820156357,,False,,,,,CT24G56C46S5,24,1,,DDR5,Unbuffered,False,5600,,
02201f54-8c7c-4bf3-bfb9-afdc61479917,ADATA AD3U1600W8G11-R Black / Green DDR3-1600 CL11 8GB (1x8GB),ADATA,AD3U1600W8G11-R,1600 CL11,,02201f54-8c7c-4bf3-bfb9-afdc61479917.json,8,11,BLACK | GREEN,Non-ECC,240-pin DIMM,,,,,,,False,,,,,AD3U1600W8G11-R,8,1,,DDR3,Unbuffered,False,1600,,
023586f8-923f-4e22-9428-efddd38b9cbc,VisionTek 901513 DDR5-4800 CL40 32GB (1x32GB),VisionTek,901513,4800 CL40,,023586f8-923f-4e22-9428-efddd38b9cbc.json,32,40,,Non-ECC,288-pin DIMM,,,,,,,False,,,,,901513,32,1,,DDR5,Unbuffered,False,4800,40-39-39-78,
02470f94-e037-4af6-8af7-f2d4ef71895f,Corsair Vengeance LPX Black DDR4-4000 CL18 64GB (2x32GB),Corsair,Vengeance,4000 CL18,,02470f94-e037-4af6-8af7-f2d4ef71895f.json,64,18,BLACK,Non-ECC,288-pin DIMM,,,,,,,True,,,,,CMK64GX4M2G4000C18,32,2,,DDR4,Unbuffered,False,4000,18-18-18-36,
02529e71-bb52-4055-8449-f252a23d76d2,TEAMGROUP T-Force Delta RGB Black DDR5-6000 CL38 16GB (1x16GB),TEAMGROUP,T-Force,6000 CL38,,02529e71-bb52-4055-8449-f252a23d76d2.json,16,38,BLACK,Non-ECC,288-pin DIMM,,,,,,,True,,,,,FF3D516G6000HC38A01,16,1,,DDR5,Unbuffered,True,6000,,
0252c1f5-ba4c-4c51-acf4-f0879a1491ba,G.Skill Trident Z Royal Silver DDR4-3200 CL14 256GB (8x32GB),G.SKILL,Trident,3200 CL14,,0252c1f5-ba4c-4c51-acf4-f0879a1491ba.json,256,14,GREY,Non-ECC,288-pin DIMM,,,,,,,True,,,,,F4-3200C14Q2-256GTRS,32,8,,DDR4,Unbuffered,False,3200,14-18-18-38,
025925b8-24c6-4bab-93a6-b5581a0e3129,TEAMGROUP T-Force Delta RGB 48GB (2x24GB) DDR5-7200 CL34 Black,TEAMGROUP,T-Force,7200 CL34,2023,025925b8-24c6-4bab-93a6-b5581a0e3129.json,48,34,BLACK,Non-ECC,288-pin DIMM,,,,https://www.teamgroupinc.com/en/product-detail/memory/T-FORCE/delta-rgb-ddr5-black/delta-rgb-ddr5-black-FF3D548G7200HC34ADC01/,N82E16820985027,,True,46.1,ARGB,,Black,FF3D548G7200HC34ADC01,24,2,XMP | EXPO,DDR5,Unbuffered,True,7200,34-42-42-84,1.4
025a42be-bf0f-4181-93ce-5d0527241bfb,Kingston HyperX Fury Black DDR4-2666 CL16 16GB (2x8GB),Kingston,HyperX,2666 CL16,,025a42be-bf0f-4181-93ce-5d0527241bfb.json,16,16,BLACK,Non-ECC,288-pin DIMM,B07WJJHWYD,,,,9SIBGGJK5J1749,341766989,True,,,,,HX426C16FB3K2 | 16 | HX426C16FB3K2/16 | HX426C16FB2K2/16,8,2,,DDR4,Unbuffered,False,2666,,
025e5bad-974c-460e-900d-6baa584e685e,GOODRAM IRDM Black DDR5-6400 CL32 32GB (2x16GB),GOODRAM,IRDM,6400 CL32,,025e5bad-974c-460e-900d-6baa584e685e.json,32,32,BLACK,Non-ECC,288-pin DIMM,,,,,,,True,,,,,IR-6400D564L32S | 32GDC,16,2,,DDR5,Unbuffered,False,6400,32-38-38-78,
026501cc-6e0d-4b67-be7d-b3942d000f77,Kingston FURY Renegade Pro Registered Black DDR5-4800 CL36 32GB (1x32GB),Kingston,FURY,4800 CL36,,026501cc-6e0d-4b67-be7d-b3942d000f77.json,32,36,BLACK,Non-ECC,288-pin DIMM,B0BYSV2VMD,,,,N82E16820242780,3867380457,False,,,,,KF548R36RB-32,32,1,,DDR5,Unbuffered,False,4800,,
026dfda6-7109-43b2-9fc1-c1e56392a353,Corsair Vengeance LPX Black / Yellow DDR4-4000 CL19 32GB (4x8GB),Corsair,Vengeance,4000 CL19,,026dfda6-7109-43b2-9fc1-c1e56392a353.json,32,19,BLACK | YELLOW,Non-ECC,288-pin DIMM,B07NDZV5KG,,,,,472450073,True,,,,,CMK32GX4M4K4000C19,8,4,,DDR4,Unbuffered,False,4000,19-23-23-45,
02751c26-1d8d-4964-a9d2-2639a55cc43f,G.Skill Ripjaws S5 White DDR5-5200 CL40 96GB (2x48GB),G.SKILL,Ripjaws,5200 CL40,,02751c26-1d8d-4964-a9d2-2639a55cc43f.json,96,40,WHITE,Non-ECC,288-pin DIMM,B0D27ZQS46,,,,N82E16820374541,5651008150,True,,,,,F5-5200J4040A48GX2-RS5W,48,2,,DDR5,Unbuffered,False,5200,40-40-40-83,
0285b80d-c05a-442e-9889-b9ac703a5913,GOODRAM IRDM DDR5-5600 32GB (1x32GB) CL36,GOODRAM,IRDM DDR5,,,0285b80d-c05a-442e-9889-b9ac703a5913.json,32,36,BLACK,Non-ECC,288-pin DIMM,,,,,,,,,,,,IR-5600D564L36/32G,32,1,XMP | EXPO,DDR5,Unbuffered,,5600,,1.35
029256ee-3f67-4927-896d-cf8e9286ddfa,Patriot Viper Xtreme 5 RGB Black DDR5-7600 CL36 32GB (2x16GB),Patriot,Viper,7600 CL36,,029256ee-3f67-4927-896d-cf8e9286ddfa.json,32,36,BLACK,Non-ECC,288-pin DIMM,B0C3W49RW8,,,,N82E16820225320,,True,,,,,PVXR532G76C36K,16,2,,DDR5,Unbuffered,True,7600,36-48-48-84,
029f6072-72c2-4df0-96d8-23b59481e25e,GOODRAM IRDM DDR5-7200 32GB (2x16GB) CL34,GOODRAM,IRDM DDR5,,,029f6072-72c2-4df0-96d8-23b59481e25e.json,32,34,BLACK,Non-ECC,288-pin DIMM,,,,,,,,,,,,IR-7200D564L34S/32GDC,16,2,XMP | EXPO,DDR5,Unbuffered,,7200,,1.35
02a5be57-3fa1-4c35-81e9-4093cc0303dd,G.Skill Trident Z Black DDR5-6400 CL32 32GB (2x16GB),G.SKILL,Trident Z5,,2022,02a5be57-3fa1-4c35-81e9-4093cc0303dd.json,32,32,BLACK,Non-ECC,288-pin DIMM,B0BPMZ511M,,,https://www.gskill.com/product/165/371/1642064625/F5-6400J3239G16GX2-TZ5K-F5-6400J3239G16GA2-TZ5K,N82E16820374357,1268056032,True,44,None,,Matte Black,F5-6400J3239G16GA2-TZ5K | F5-6400J3239G16GX2-TZ5K,16,2,XMP,DDR5,Unbuffered,False,6400,32-39-39-102,1.4
02af6bd9-efaa-465d-98a9-7808ba97992a,G.Skill Ripjaws V Black DDR4-3600 CL14 32GB (2x16GB),G.SKILL,Ripjaws,3600 CL14,,02af6bd9-efaa-465d-98a9-7808ba97992a.json,32,14,BLACK,Non-ECC,288-pin DIMM,,,,,,,True,,,,,F4-3600C14D-32GVKA,16,2,,DDR4,Unbuffered,False,3600,14-14-14-34,
02b79f9c-1abd-4cb4-a19b-82134c3acb7a,G.Skill Value Black DDR4-2666 CL19 8GB (1x8GB),G.SKILL,Value,2666 CL19,,02b79f9c-1abd-4cb4-a19b-82134c3acb7a.json,8,19,BLACK,Non-ECC,288-pin DIMM,,,,,,,False,,,,,F4-2666C19S-8GNT,8,1,,DDR4,Unbuffered,False,2666,19-19-19-43,
02cb863f-1b7a-42d5-afdb-c933ab6ffbb9,Silicon Power XPOWER Zenith RGB Gaming White DDR5-6400 CL40 32GB (2x16GB),Silicon Power,XPOWER,6400 CL40,,02cb863f-1b7a-42d5-afdb-c933ab6ffbb9.json,32,32,WHITE,Non-ECC,288-pin DIMM,,,,https://www.silicon-power.com/en/product-detail/XPOWER_Zenith_DDR5_RGB_Gaming_UDIMM/,,,True,38.5,,2025-09-27T12:20:26.834Z,,SP032GXLWU640FDH,16,2,,DDR5,Unbuffered,True,6400,32-39-39-108,1.35
02da7b10-7364-423c-83e4-0150adae1025,G.Skill Flare X Black DDR4-2400 CL15 16GB (2x8GB),G.SKILL,Flare,2400 CL15,,02da7b10-7364-423c-83e4-0150adae1025.json,16,15,BLACK,Non-ECC,288-pin DIMM,B06ZZ7QS6L,,,,,493129057,True,,,,,F4-2400C15D-16GFX | FBA_F4-2400C15D-16GFX,8,2,,DDR4,Unbuffered,False,2400,15-15-15-39,
02ecf08c-8492-4d08-9e3a-eb5bca237878,Kingston FURY Beast RGB Black DDR5-5600 CL36 128GB (2x64GB),Kingston,FURY,5600 CL36,,02ecf08c-8492-4d08-9e3a-eb5bca237878.json,128,36,BLACK,Non-ECC,288-pin DIMM,B0F8P7Z91W,,,,0RN-001J-015F5,16867806417,True,,,,,KF556C36BBEAK2-128,64,2,,DDR5,Unbuffered,True,5600,,
02f53f49-9f32-4db7-b13d-ab31c73de3d8,Corsair Dominator Platinum RGB White DDR5-5200 CL38 32GB (2x16GB),Corsair,Dominator Platinum,,,02f53f49-9f32-4db7-b13d-ab31c73de3d8.json,32,38,WHITE,Non-ECC,288-pin DIMM,,,,,,,True,,,,White,CMT32GX5M2B5200C38W,16,2,XMP,DDR5,Unbuffered,True,5200,38-38-38-84,
02f65a6c-6520-4424-9682-f26bff9cc97b,ADATA XPG LANCER RGB DDR5-6000 32GB (2x16GB) CL30 Black,ADATA,XPG LANCER RGB,,2021,02f65a6c-6520-4424-9682-f26bff9cc97b.json,32,30,BLACK,Non-ECC,UDIMM,B09JQGH9WL,,,https://www.xpg.com/us/xpg/dram-modules-lancer-rgb-ddr5,N82E16820246061,5405168336,True,43.56,ARGB,,Black,AX5U6000C3016G-DCLARBK,16,2,XMP | EXPO,DDR5,Unbuffered,True,6000,30-40-40,1.35
03003ce7-3443-4a00-a911-9a9685574e9a,Silicon Power XPOWER Storm RGB White DDR5-8000 CL38 32GB (1x32GB),Silicon Power,XPOWER,8000 CL38,,03003ce7-3443-4a00-a911-9a9685574e9a.json,32,38,WHITE,Non-ECC,288-pin DIMM,,,,,,,True,,,,,SP032GXLWU800FSL,32,1,,DDR5,Unbuffered,True,8000,38-48-48-128,
0302c41c-34a2-4758-a247-d920a9a0913a,GeIL ORION V Red DDR5-5200 CL42 16GB (1x16GB),GeIL,ORION,5200 CL42,,0302c41c-34a2-4758-a247-d920a9a0913a.json,16,42,RED,Non-ECC,288-pin DIMM,,,,,,,True,,,,,GVR516GB5200C42SC,16,1,,DDR5,Unbuffered,False,5200,42-42-42-84,
0305fe42-e330-4bd2-bb11-a0e779257be2,Kingston FURY Renegade White / Silver DDR5-6000 CL32 64GB (2x32GB),Kingston,FURY,6000 CL32,,0305fe42-e330-4bd2-bb11-a0e779257be2.json,64,32,WHITE | GREY,Non-ECC,288-pin DIMM,,,,,,,True,,,,,KF560C32RWAK2-64,32,2,,DDR5,Unbuffered,True,6000,,
032573d7-b548-47e4-bcbc-2ebcf4131f21,Crucial Ballistix Black DDR4-3600 CL16 32GB (2x16GB),Crucial,Ballistix,3600 CL16,,032573d7-b548-47e4-bcbc-2ebcf4131f21.json,32,16,BLACK,Non-ECC,288-pin DIMM,B083TRXZ98,,,,,908943525,True,,,,,BL2K16G36C16U4B,16,2,,DDR4,Unbuffered,False,3600,16-18-18-38,
03278174-479d-45ee-a6c2-61b6dd9bb6db,Kingston FURY Renegade Black DDR4-3200 CL16 16GB (2x8GB),Kingston,FURY,3200 CL16,,03278174-479d-45ee-a6c2-61b6dd9bb6db.json,16,16,BLACK,Non-ECC,288-pin DIMM,,,,,,,True,,,,,KF432C16RBK2 | 16,8,2,,DDR4,Unbuffered,False,3200,,
