opendb_id,name,manufacturer,form_factor,expansion_slots,internal_2_5_bays,internal_3_5_bays,gpu_clearance_mm,cooler_clearance_mm,psu_clearance_mm,volume_liters,supported_motherboards,supported_psu,transparent_side_panel
6b734e18-04e6-4256-a58d-7c9b9458a9fe,NZXT H6 RGB+ (2026) ATX Mid Tower White Tempered Glass,NZXT,ATX Mid Tower,7,2,1,360.0,165.0,200.0,55.0,ATX | Micro ATX | Mini-ITX,ATX,true
55b94e26-2495-4727-acff-6ac025396bcd,NZXT H6 (2026) ATX Mid Tower Black Tempered Glass,NZXT,ATX Mid Tower,7,2,1,360.0,165.0,200.0,55.0,ATX | Mini-ITX | Micro ATX,ATX,true
54bc84f1-7b59-42b5-8719-dda673514c54,Lian Li O11 Vision M Digital Black,Lian Li,Micro ATX Mid Tower,5,,1,410.0,162.0,182.0,45.62,Mini-ITX | Micro ATX,ATX,true
537c48e2-b6d1-4f7c-b3ca-0b3892509dc4,Formula V Line Air Power G9 Duo White,Formula V Line,ATX Mid Tower,7,1,1,420.0,182.0,,54.6,ATX | Micro ATX | Mini-ITX | EATX,ATX,true
51c2e82d-01c1-47b9-9c6d-5798a19ff6bd,TRYX FLOVA F50 Pink,TRYX,ATX Mid Tower,7,4,4,360.0,170.0,200.0,58.0,Micro ATX | Mini-ITX | ATX,ATX,true
49304391-cb2d-4357-8684-5a87f874b30b,Corsair WARTHOG OLIVE DRAB,Corsair,ATX Mid Tower,7,2,1,430.0,190.0,200.0,82.8,Micro ATX | EATX | Mini-ITX | ATX,ATX,true
456a564c-2998-4260-b779-ee852852a829,NZXT H2 Flow Black,NZXT,Mini ITX Tower,,2,,331.0,75.0,,20.7,Mini-ITX,SFX | SFX-L,true
410188d1-1b41-4e31-9852-7697c5d91bec,Okinos Aqua UNO Micro ATX Mini Tower Scarlet,Okinos,Micro ATX Mini Tower,4,1,1,309.0,165.0,160.0,26.1,Micro ATX | Mini-ITX,ATX,true
3dabc329-0636-405b-875b-142f36f7a81b,Corsair 3200D RS Smoke,Corsair,ATX Mid Tower,7,2,1,400.0,165.0,180.0,,ATX | Micro ATX | Mini-ITX,ATX,true
3ccdeed3-a4d9-4141-babe-b715614472bf,Lian Li O11 Vision M White,Lian Li,Micro ATX Mid Tower,5,3,1,410.0,162.0,182.0,45.6,Mini-ITX | Micro ATX,ATX,true
397a6df3-efca-4fc5-b81f-29c878a9f283,Formula V Line Air Power G9 Duo PA White,Formula V Line,ATX Mid Tower,7,1,1,420.0,182.0,,54.6,ATX | Micro ATX | Mini-ITX | EATX,ATX,true
374476df-3dd6-42de-8b81-d87fd1ac128d,iBUYPOWER Element Pulse X Gaming Case - White,iBUYPOWER,ATX Mid Tower,7,2,1,360.0,165.0,,57.9,ATX | Micro ATX | Mini-ITX,,true
