opendb_id,name,manufacturer,ram_type,speed_mhz,capacity_gb,module_capacity_gb,module_quantity,cas_latency,voltage,ecc,registered,form_factor,total_capacity_check,speed_score
fbf4f018-5b23-4b73-8c38-934e300306a3,Crucial CT2K64G56C46U5 128GB (2x64GB) DDR5-5600 CL46 Black,Crucial,DDR5,5600.0,128.0,64.0,2,46.0,1.1,non-ecc,unbuffered,288-pin DIMM,128.0,121.7391
fa86fafc-dd93-45d6-a187-c5fd71043695,ADATA XPG LANCER NEON RGB DDR5-6000 32 (2x16GB) CL30 Silver Grey,ADATA,DDR5,6000.0,32.0,16.0,2,30.0,1.4,non-ecc,unbuffered,288-pin DIMM,32.0,200.0
f50697c2-e1f3-46da-8a2a-2143400512ac,TEAMGROUP T-Force Delta RGB 48GB (2x24GB) DDR5-8000 CL38 Black,TEAMGROUP,DDR5,8000.0,48.0,24.0,2,38.0,1.4,non-ecc,unbuffered,288-pin DIMM,48.0,210.5263
f3c2835c-e71d-493d-b431-c6eafe4e3201,TEAMGROUP T-Create Expert 48GB (2x24GB) DDR5-7600 CL36 White,TEAMGROUP,DDR5,7600.0,48.0,24.0,2,36.0,1.4,non-ecc,unbuffered,288-pin DIMM,48.0,211.1111
ef29d4c6-3a70-42cc-9952-34d38eeed6ad,ADATA XPG ARMAX DDR5-6000 32 (2x16GB) CL30 Black,ADATA,DDR5,6000.0,32.0,16.0,2,30.0,1.4,non-ecc,unbuffered,288-pin DIMM,32.0,200.0
e5d3228b-4420-4ce8-af62-f84f690c8e43,G.Skill Trident Z5 Neo RGB 256GB (4x64GB) DDR5-6000 CL32 Matte Black,G.SKILL,DDR5,6000.0,256.0,64.0,4,32.0,1.4,non-ecc,unbuffered,288-pin DIMM,256.0,187.5
e2986b02-2c23-42e2-af91-1d2447ed88f9,ADATA XPG ARMAX RGB DDR5-6400 16 (1x16GB) CL32 Black,ADATA,DDR5,6400.0,16.0,16.0,1,32.0,1.4,non-ecc,unbuffered,288-pin DIMM,16.0,200.0
dfcdaaff-7fa6-4741-ad94-09ef5f23ab85,ADATA XPG LANCER NEON RGB DDR5-6000 16 (1x16GB) CL30 Silver Grey,ADATA,DDR5,6000.0,16.0,16.0,1,30.0,1.4,non-ecc,unbuffered,288-pin DIMM,16.0,200.0
d13874c3-c1ac-4f9a-9875-e7263de433d7,ADATA XPG ARMAX DDR5-6400 32 (2x16GB) CL32 Black,ADATA,DDR5,6400.0,32.0,16.0,2,32.0,1.4,non-ecc,unbuffered,288-pin DIMM,32.0,200.0
cb38e66b-936d-4105-af8e-731aac56e4ac,Crucial Pro Overclocking 64GB (2x32GB) DDR5-6400 CL40 Black,Crucial,DDR5,6400.0,64.0,32.0,2,40.0,,non-ecc,unbuffered,288-pin DIMM,64.0,160.0
c79086bc-ac86-45fc-b2e4-aa0cc9d01841,ADATA XPG ARMAX RGB DDR5-6000 32 (2x16GB) CL30 Black,ADATA,DDR5,6000.0,32.0,16.0,2,30.0,1.4,non-ecc,unbuffered,288-pin DIMM,32.0,200.0
c4906ba0-30fc-4640-892f-6181a79cfe41,TEAMGROUP T-Force Delta RGB 48GB (2x24GB) DDR5-7600 CL36 Black,TEAMGROUP,DDR5,7600.0,48.0,24.0,2,36.0,1.4,non-ecc,unbuffered,288-pin DIMM,48.0,211.1111
c3cb68f3-b4ef-4f55-8372-41c0084f298a,G.Skill Flare X5 128GB (2x64GB) DDR5-6000 CL32 Black,G.SKILL,DDR5,6000.0,128.0,64.0,2,32.0,1.4,non-ecc,unbuffered,288-pin DIMM,128.0,187.5
ba1a9828-07a5-49e1-b55d-a01f2778a03b,TEAMGROUP T-Force Delta RGB 48GB (2x24GB) DDR5-8200 CL38 Black,TEAMGROUP,DDR5,8200.0,48.0,24.0,2,38.0,1.4,non-ecc,unbuffered,288-pin DIMM,48.0,215.7895
b31c44ba-e84d-403c-8b9d-e410d3d6232e,G.Skill Flare X5 128GB (2x64GB) DDR5-6000 CL36 Black,G.SKILL,DDR5,6000.0,128.0,64.0,2,36.0,1.25,non-ecc,unbuffered,288-pin DIMM,128.0,166.6667
b01f1ecd-82a6-497b-9a48-76022002f494,TEAMGROUP T-Create Expert 64GB (2x32GB) DDR5-6400 CL30 Black / Gold,TEAMGROUP,DDR5,6400.0,64.0,32.0,2,30.0,1.4,non-ecc,unbuffered,288-pin DIMM,64.0,213.3333
a4d6d620-9186-40ef-ae7b-4998c2a26286,ADATA XPG ARMAX DDR5-6400 16 (1x16GB) CL32 Black,ADATA,DDR5,6400.0,16.0,16.0,1,32.0,1.4,non-ecc,unbuffered,288-pin DIMM,16.0,200.0
a12956df-ea5e-4601-9896-48d201245852,ADATA XPG ARMAX RGB DDR5-6000 16 (1x16GB) CL30 Black,ADATA,DDR5,6000.0,16.0,16.0,1,30.0,1.4,non-ecc,unbuffered,288-pin DIMM,16.0,200.0
9db4bf1d-8c36-4631-90cb-1a174336a064,TEAMGROUP T-Create Expert 96GB (2x48GB) DDR5-6800 CL36 Black,TEAMGROUP,DDR5,6800.0,96.0,48.0,2,36.0,1.4,non-ecc,unbuffered,288-pin DIMM,96.0,188.8889
9a897e8e-84a3-4e03-9834-5313b8270eba,Biwin Black Opal DW100 RGB DDR5-6000 CL30 32GB (2x16GB),Biwin,DDR5,6000.0,32.0,16.0,2,30.0,1.35,non-ecc,unbuffered,288-pin DIMM,32.0,200.0
99807b86-a68c-4294-9d7b-3dbd6e5d3a9c,ADATA XPG ARMAX DDR5-6000 64 (2x32GB) CL30 Black,ADATA,DDR5,6000.0,64.0,32.0,2,30.0,1.4,non-ecc,unbuffered,288-pin DIMM,64.0,200.0
90503a69-c0b2-42d4-8599-0446214bed85,ADATA XPG ARMAX RGB DDR5-6400 32 (2x16GB) CL38 Black,ADATA,DDR5,6400.0,32.0,16.0,2,38.0,1.35,non-ecc,unbuffered,288-pin DIMM,32.0,168.4211
7b317f16-4c8e-4778-aec6-2313a48529ac,G.Skill Flare X5 128GB (2x64GB) DDR5-6000 CL34 Black,G.SKILL,DDR5,6000.0,128.0,64.0,2,34.0,1.35,non-ecc,unbuffered,288-pin DIMM,128.0,176.4706
793fbd8a-cb32-4b7d-a238-996831b98ab3,ADATA XPG ARMAX DDR5-5600 32 (2x16GB) CL46 Black,ADATA,DDR5,5600.0,32.0,16.0,2,46.0,1.1,non-ecc,unbuffered,288-pin DIMM,32.0,121.7391
68b22248-482d-44a3-a919-963fe2721a00,ADATA XPG ARMAX RGB DDR5-6000 32 (1x32GB) CL30 Black,ADATA,DDR5,6000.0,32.0,32.0,1,30.0,1.4,non-ecc,unbuffered,288-pin DIMM,32.0,200.0
651c6dce-de89-4380-add4-4b2de1dacc5a,Biwin Black Opal DW100 RGB Black DDR5-8200 CL36 32GB (2x16GB),Biwin,DDR5,8200.0,32.0,16.0,2,36.0,1.45,non-ecc,unbuffered,288-pin DIMM,32.0,227.7778
5efc7454-6338-45e3-8b8b-b764b2cabe1d,Biwin Black RGB White DDR5-6000 CL30 32GB (2x16GB),Biwin,DDR5,6000.0,32.0,16.0,2,30.0,1.35,non-ecc,unbuffered,288-pin DIMM,32.0,200.0
4d26e1fa-27cc-4ee2-8eb1-68efc2b703f1,G.Skill Flare X5 256GB (4x64GB) DDR5-6000 CL32 Black,G.SKILL,DDR5,6000.0,256.0,64.0,4,32.0,1.4,non-ecc,unbuffered,288-pin DIMM,256.0,187.5
3f274693-c144-48e9-9cb8-e1c564c2d35d,ADATA XPG ARMAX RGB DDR5-6400 32 (2x16GB) CL32 Black,ADATA,DDR5,6400.0,32.0,16.0,2,32.0,1.4,non-ecc,unbuffered,288-pin DIMM,32.0,200.0
3ccbb79f-2ab4-462a-bf30-54398bccf2a7,ADATA XPG ARMAX DDR5-5600 16 (1x16GB) CL46 Black,ADATA,DDR5,5600.0,16.0,16.0,1,46.0,1.1,non-ecc,unbuffered,288-pin DIMM,16.0,121.7391
3c985a96-c902-45b1-87f8-461eafc2290f,ADATA XPG ARMAX DDR5-6000 16 (1x16GB) CL30 Black,ADATA,DDR5,6000.0,16.0,16.0,1,30.0,1.4,non-ecc,unbuffered,288-pin DIMM,16.0,200.0
345b6b45-a52c-46c8-89bd-2f2198c14e78,ADATA XPG ARMAX DDR5-6000 32 (1x32GB) CL30 Black,ADATA,DDR5,6000.0,32.0,32.0,1,30.0,1.4,non-ecc,unbuffered,288-pin DIMM,32.0,200.0
33eb6a79-cf42-480a-83d6-832485fa0657,ADATA XPG ARMAX RGB DDR5-6400 16 (1x16GB) CL38 Black,ADATA,DDR5,6400.0,16.0,16.0,1,38.0,1.35,non-ecc,unbuffered,288-pin DIMM,16.0,168.4211
31432306-b5d8-4a3f-93a7-c8513c8b4528,ADATA XPG ARMAX DDR5-6000 32(2x16GB) CL36 Black,ADATA,DDR5,6000.0,32.0,16.0,2,36.0,1.35,non-ecc,unbuffered,288-pin DIMM,32.0,166.6667
2effa21e-c8f9-49b3-a452-0474c636c9a7,ADATA XPG ARMAX RGB DDR5-6000 16 (1x16GB) CL36 Black,ADATA,DDR5,6000.0,16.0,16.0,1,36.0,1.35,non-ecc,unbuffered,288-pin DIMM,16.0,166.6667
2c2b2cf0-5317-4d37-a9ec-25830045216c,Crucial CT64G56C46U5 64GB (1x64GB) DDR5-5600 CL46 Black,Crucial,DDR5,5600.0,64.0,64.0,1,46.0,1.1,non-ecc,unbuffered,288-pin DIMM,64.0,121.7391
28b903eb-b5b3-4066-9ff5-fd7e0ea3d5db,TEAMGROUP T-Create Expert 128GB (2x64GB) DDR5-6400 CL42 Black / Gold,TEAMGROUP,DDR5,6400.0,128.0,64.0,2,42.0,1.25,non-ecc,unbuffered,288-pin DIMM,128.0,152.381
273c7b30-e3a2-4e10-9fcf-c82ef1acf007,ADATA XPG ARMAX DDR5-6000 16 (1x16GB) CL36 Black,ADATA,DDR5,6000.0,16.0,16.0,1,36.0,1.35,non-ecc,unbuffered,288-pin DIMM,16.0,166.6667
243efdfd-e7f6-4f04-a745-de7e172df632,ADATA XPG ARMAX RGB DDR5-6000 64 (2x32GB) CL30 Black,ADATA,DDR5,6000.0,64.0,32.0,2,30.0,1.4,non-ecc,unbuffered,288-pin DIMM,64.0,200.0
21c61201-9cc4-4a92-bc73-7d12c13e412b,ADATA XPG ARMAX RGB DDR5-6000 32 (2x16GB) CL36 Black,ADATA,DDR5,6000.0,32.0,16.0,2,36.0,1.35,non-ecc,unbuffered,288-pin DIMM,32.0,166.6667
