opendb_id,name,manufacturer,socket,chipset,ram_type,memory_max_gb,memory_slots,form_factor,wireless,ecc_support,cpu_power_connectors,main_power_connector,sata_port_count,sata_ports,has_m2,m2_slot_count,m2_supported_sizes,pcie_total_slots,pcie_x16_slots,pcie_x8_slots,pcie_x4_slots,pcie_x1_slots,pcie_gen3_slots,pcie_gen4_slots,pcie_gen5_slots,pcie_max_gen
9ca14d1e-6408-4b9f-ac36-69f784f3df99,MSI MAG B860M MORTAR WIFI DDR5 Micro ATX,MSI,LGA1851,Intel B860,DDR5,256.0,4,Micro ATX,Wi-Fi 7,False,8-pin | 8-pin,24-pin,4,4,1,1,2242|2260|2280,2,1,0,1,0,0,1,1,5.0
153fe515-d5f2-4a79-9f7e-8b5baf4513e2,ASUS PRIME B860M-A WIFI-CSM LGA1851 DDR5 Micro-ATX,ASUS,LGA1851,Intel B860,DDR5,256.0,4,Micro ATX,Wifi 6E,False,8-pin,24-pin,4,4,1,1,2242|2260|2280,3,1,0,1,1,0,2,1,5.0
fe846b1a-11d1-4e7b-b189-fcdb21c04289,ASUS PRIME B860-PLUS WIFI LGA1851 DDR5 ATX,ASUS,LGA1851,Intel B860,DDR5,256.0,4,ATX,Wifi 6E,False,8-pin,24-pin,4,4,1,1,2242|2260|2280|22110,5,1,0,1,3,0,4,1,5.0
37af130b-6451-468d-9085-ca051c9dda99,MSI PRO B860M-A WIFI LGA1851 DDR5 Micro-ATX,MSI,LGA1851,Intel B860,DDR5,256.0,4,Micro ATX,Wi-Fi 7 Bluetooth 5.4,False,8-pin | 4-pin,24-pin,4,4,1,1,2242|2260|2280,4,1,0,1,2,0,3,1,5.0
23a417fd-93f3-4bce-b0ec-0c76d2775fa9,MSI PRO B860-P WIFI LGA1851 DDR5 ATX,MSI,LGA1851,Intel B860,DDR5,256.0,4,ATX,Wifi 7,False,8-pin | 4-pin,24-pin,4,4,1,1,2242|2260|2280,4,1,0,1,2,0,3,1,5.0
5ca4bc33-2537-47f9-911f-21187781d5e2,MSI PRO B860-P LGA1851 DDR5 ATX,MSI,LGA1851,Intel B860,DDR5,256.0,4,ATX,,False,8-pin | 4-pin,24-pin,4,4,1,1,2242|2260|2280,4,1,0,1,2,0,3,1,5.0
bc1f2d0f-c53e-4e3d-ab96-8bb8b0be4203,Gigabyte A520M H ARGB,Gigabyte,AM4,AMD A520,DDR4,64.0,2,Micro ATX,,False,8-pin,24-pin,4,4,1,1,2280,2,1,0,0,1,2,0,0,3.0
c30e9b28-f5bd-48dd-b674-fcad608f36df,Gigabyte B550 EAGLE WIFI6 AM4 DDR4 ATX,Gigabyte,AM4,AMD B550,DDR4,128.0,4,ATX,Wifi 6,True,8-pin,24-pin,4,4,1,1,2280|22110,5,1,0,0,4,4,1,0,4.0
aa8eae87-5df7-4bc0-92ab-63f090dfcea1,Gigabyte A520 M K V2 AM4 DDR4 Micro ATX,Gigabyte,AM4,AMD A520,DDR4,64.0,2,Micro ATX,,False,8-pin,24-pin,4,4,1,1,2280,2,1,0,0,1,2,0,0,3.0
ac519112-e561-4b06-bdf1-06175e1e0678,MSI X570S MEG ACE MAX AMD AM4 ATX Motherboard,MSI,AM4,AMD X570,DDR4,128.0,4,ATX,Wifi 6 Bluetooth 5.2,True,8-pin | 8-pin,24-pin,8,8,1,1,2260|2280|22110,4,1,2,0,1,0,4,0,4.0
dc29b996-0124-4c89-8095-51983134d645,ASRock X570 Phantom Gaming 4 AMD AM4 ATX Motherboard,ASRock,AM4,AMD X570,DDR4,128.0,4,ATX,,True,,,8,8,1,1,2230|2242|2260|2280|22110,5,2,0,1,2,0,5,0,4.0
e1b56571-d8ca-4ea5-ae4e-f7b59d8a7d5a,Gigabyte A520M S2H (Rev. 1.x),Gigabyte,AM4,AMD A520,DDR4,64.0,2,Micro ATX,,True,8-pin,24-pin,4,4,1,1,2242|2260|2280,3,1,0,0,2,3,0,0,3.0
cbed70e6-dd42-480d-9385-cee4b9c05fd0,Gigabyte B550M K AM4 DDR4 Micro ATX,Gigabyte,AM4,AMD B550,DDR4,128.0,4,Micro ATX,,True,8-pin,24-pin,64,64,1,1,2280,2,1,0,0,1,1,1,0,4.0
3814dbf3-6a3d-4490-8665-050333d32b24,Gigabyte B550M AORUS ELITE AX DDR4 Micro ATX,Gigabyte,AM4,AMD B550,DDR4,128.0,4,Micro ATX,Wifi 6E,True,8-pin,24-pin,4,4,1,1,2242|2260|2280|22110,3,1,0,1,1,2,1,0,4.0
600d1090-a0b9-43e9-b115-cdbe6bb4e0b0,ASUS B760M-AYW WIFI,ASUS,LGA1700,Intel B760,DDR5,96.0,2,Micro ATX,WiFi 6 Bluetooth 5.3,False,8-pin,24-pin,4,4,1,1,2242|2260|2280,3,1,0,0,2,0,3,0,4.0
3398c6c5-ed61-4c84-94df-79836f4d35e0,ASUS B760M MAX GAMING WIFI,ASUS,LGA1700,Intel B760,DDR5,256.0,4,Micro ATX,WiFi 6 Bluetooth 5.3,False,8-pin,24-pin,4,4,1,1,2242|2260|2280,4,1,0,1,2,0,3,1,5.0
77e0ffd9-9f62-4e96-b821-bf60cd4d2fb9,Gigabyte B760 DS3H LGA1700 DDR5 GEN5 ATX,Gigabyte,LGA1700,Intel B760,DDR5,256.0,4,ATX,Wifi 6E Bluetooth 5.3,False,8-pin | 8-pin,24-pin,4,4,1,1,2280|22110,5,1,0,0,4,4,0,1,5.0
c9974d57-0526-4a5a-8d8c-4c33026e939e,Gigabyte B760 DS3H AX V2 (rev. 1.0) DDR5 ATX,Gigabyte,LGA1700,Intel B760,DDR5,256.0,4,ATX,Wifi 6 Bluetooth 5.3,True,8-pin,24-pin,4,4,1,1,2280|22110,5,1,0,0,4,4,1,0,4.0
0343e5fe-1325-47bf-8a22-9db5fcc62788,Gigabyte B760 DS3H AX DDR5 ATX,Gigabyte,LGA1700,Intel B760,DDR5,256.0,4,ATX,,True,8-pin,24-pin,4,4,1,1,2280|22110,6,2,0,0,4,4,0,2,5.0
474f865a-f3b0-49ce-90db-fba6c8e9c793,ASUS PRIME B760M-F WIFI,ASUS,LGA1700,Intel B760,DDR5,96.0,2,Micro ATX,WiFi 6 Bluetooth 5.3,False,8-pin,24-pin,4,4,1,1,2242|2260|2280,2,1,0,0,1,0,1,1,5.0
0d4bf115-4c08-413f-9973-a83f6b4b8d68,ASUS PRIME B760M-F WIFI-CSM,ASUS,LGA1700,Intel B760,DDR5,96.0,2,Micro ATX,WiFi 6 Bluetooth 5.3,False,8-pin,24-pin,4,4,1,1,2242|2260|2280,2,1,0,0,1,0,1,1,5.0
db3fab0b-c358-497e-bda9-4883008c1985,MSI PRO Z790-P II,MSI,LGA1700,Intel Z790,DDR5,256.0,4,ATX,,False,8-pin | 8-pin,24-pin,6,6,1,1,2242|2260|2280|22110,4,1,0,1,2,2,1,1,5.0
279633c5-1d6d-4d58-ad65-7570bbcc90e2,MSI MAG B850 GAMING PLUS MAX WIFI AM5 DDR5 ATX,MSI,AM5,AMD B850,DDR5,256.0,4,ATX,Wi-Fi 7,False,8-pin | 8-pin,24-pin,4,4,1,1,2260|2280|22110,4,1,0,1,2,2,1,1,5.0
3e591640-f5b2-4894-b278-b7bc8cf73f92,GIGABYTE X870E AERO X3D WOOD AM5 DDR5 ATX,Gigabyte,AM5,AMD X870E,DDR5,256.0,4,ATX,Wi-Fi 7,False,8-pin | 8-pin,24-pin,4,4,1,1,2280|2580|22110,3,1,1,1,0,0,1,2,5.0
fe0c6ef7-e25c-4371-9406-c16dea6f140a,MSI MPG B850M EDGE TI MAX WIFI,MSI,AM5,AMD B850,DDR5,256.0,4,Micro ATX,Wi-Fi 7 + Bluetooth 5.4,True,8-pin | 8-pin,24-pin,2,2,1,1,2260|2280,1,1,0,0,0,0,0,1,5.0
fd66780a-f399-4397-aaf4-e465caf2a639,AsRock B850M Rock WiFi,ASRock,AM5,AMD B850,DDR5,128.0,2,Micro ATX,Wifi 6E Bluetooth 5.3,True,8-pin,24-pin,4,4,1,1,2260|2280,2,2,0,0,0,1,0,1,5.0
f281a0a6-8c1a-449e-8dc2-2dfc5a0d8295,ASUS ROG CROSSHAIR X870E 2006,ASUS,AM5,AMD X870E,DDR5,256.0,4,ATX,Wi-Fi 7 Bluetooth 5.4,,8-pin | 8-pin,24-pin,4,4,1,1,2230|2242|2260|2280|22110,2,2,0,0,0,0,0,2,5.0
e4c63d8d-4102-4606-8368-21132d8a508a,ASUS TUF GAMING B650EM-PLUS WIFI,ASUS,AM5,AMD B650,DDR5,256.0,4,Micro ATX,Wifi 6E Bluetooth 5.3,True,8-pin | 8-pin,24-pin,4,4,1,1,2242|2260|2280,2,1,0,0,1,0,1,1,5.0
d5d2e06d-9a36-46d6-8795-63ac712773d3,AsRock X870E Challenger WIFI White,ASRock,AM5,AMD X870E,DDR5,256.0,4,ATX,Wi-Fi 7 Bluetooth 5.4,True,8-pin | 8-pin,24-pin,2,2,1,1,2280,3,1,0,0,1,2,0,1,5.0
d00a868f-b42a-446c-9c09-16de6314171f,GIGABYTE X870 AORUS ELITE X3D,Gigabyte,AM5,AMD X870,DDR5,256.0,4,ATX,Wi-Fi 7 Bluetooth 5.4,True,8-pin | 4-pin,24-pin,2,2,1,1,2280|2580|22110|25110,2,1,1,0,0,0,1,1,5.0
cc519d61-0282-42c3-92a0-157345e42af0,ASUS EX-B650M-V7 PLUS,ASUS,AM5,AMD B650,DDR5,96.0,2,Micro ATX,,False,8-pin,24-pin,4,4,1,1,2242|2260|2280,2,1,0,1,0,0,2,0,4.0
ab96904b-3035-4a16-b852-f86aaa09898e,MSI PRO B850-VC EVO WIFI6E,MSI,AM5,AMD B850,DDR5,256.0,4,ATX,Wifi 6E Bluetooth 5.3,True,8-pin | 4-pin,24-pin,4,4,1,1,2260|2280|22110,4,1,1,0,2,2,1,1,5.0
950a57ef-4501-4f10-b072-2733f25169a2,MSI PRO B850-V EVO WIFI,MSI,AM5,AMD B850,DDR5,256.0,4,ATX,Wi-Fi 7 Bluetooth 5.4,True,8-pin | 4-pin,24-pin,4,4,1,1,2260|2280|22110,4,1,0,1,2,2,1,1,5.0
8364a2a0-92dd-4906-b02d-e73d39496cf9,MSI MAG B850 TOMAHAWK MAX WIFI II,MSI,AM5,AMD B850,DDR5,256.0,4,ATX,Wi-Fi 7 Bluetooth 5.4,False,8-pin | 4-pin,24-pin,4,4,1,1,2260|2280|22110,3,1,0,1,1,1,1,1,5.0
7db4ea60-22dc-4c36-b6f0-b3ee90ed07de,AsRock B850 Rock WIFI7,ASRock,AM5,AMD B850,DDR5,256.0,4,ATX,Wi-Fi 7 Bluetooth 5.4,False,8-pin | 4-pin,24-pin,4,4,1,1,2280,4,2,0,0,2,0,3,1,5.0
7a1440bf-f4d2-4124-90a8-741935831338,ASUS PRIME B650M-R-CSM,ASUS,AM5,AMD B650,DDR5,96.0,2,Micro ATX,,False,8-pin,24-pin,4,4,1,1,2242|2260|2280,2,1,0,0,1,0,2,0,4.0
73111632-dcba-440e-9f10-1bc1fc2d59e7,AsRock X870E Challenger WIFI,ASRock,AM5,AMD X870E,DDR5,256.0,4,ATX,Wi-Fi 7 Bluetooth 5.4,True,8-pin | 8-pin,24-pin,2,2,1,1,2280,3,2,0,0,1,2,0,1,5.0
68049c14-c589-4275-852b-b25193273441,GIGABYTE X870E AERO DARK WOOD,Gigabyte,AM5,AMD X870E,DDR5,256.0,4,ATX,Wi-Fi 7 Bluetooth 5.4,True,8-pin | 4-pin,24-pin,4,4,1,1,2280|2580|22110,4,1,2,1,0,0,2,2,5.0
5840cd61-ccb6-4680-b10d-c83b071e0af2,AsRock X870 Challenger WIFI White,ASRock,AM5,AMD X870,DDR5,256.0,4,ATX,Wi-Fi 7 Bluetooth 5.4,True,8-pin | 8-pin,24-pin,2,2,1,1,2280,2,2,0,0,0,1,0,1,5.0
53cd1b07-5c00-494d-92d6-c8d9a13d4b6e,AsRock X870E TAICHI White,ASRock,AM5,AMD X870E,DDR5,256.0,4,EATX,Wi-Fi 7 Bluetooth 5.4,True,8-pin | 8-pin,24-pin,3,3,1,1,2280,2,2,0,0,0,0,0,2,5.0
