gpu_id,case_id,gpu_memory,gpu_memory_type,gpu_tdp,gpu_length,gpu_slot_width,case_gpu_clearance,case_form_factor,length_difference,gpu_case_length_ok,label
fd1a56b8-7f2a-4d7e-bf10-806713bfcd5c,0ee1c921-383e-4a3f-ad7a-5a8af234961a,8.0,GDDR5,225.0,232.0,2.0,360.0,ATX Mid Tower,128.0,1,1
a1711504-3f3e-4e00-aa8c-712f372275ab,d02c2194-ae33-4855-8299-381bdc010dae,8.0,GDDR6,175.0,280.0,2.0,254.0,ATX Mid Tower,-26.0,0,0
5f99572f-641c-4ac5-b7f9-5af18436740e,4ea145d1-e26c-4819-92e2-d06ac9c75d5c,12.0,GDDR6,220.0,340.0,3.0,270.0,Mini ITX Tower,-70.0,0,0
7d75af20-a10e-4862-b568-cf5e11f376c3,5f096187-3f4b-4df5-ae93-6a9b23c6dd0a,4.0,GDDR5,150.0,310.0,,260.0,Micro ATX Mini Tower,-50.0,0,0
07d06f1c-c7b9-4d4f-b775-f4b280a8e60a,63a83176-e062-4840-8ffb-5ece89bb315e,8.0,GDDR6,185.0,307.0,3.0,440.0,ATX Full Tower,133.0,1,1
ee306886-a073-44b4-819a-d36c05f7da8e,c2860b45-9915-4576-bb3c-f20d99ff63c7,8.0,HBM2,180.0,282.0,3.0,255.0,Mini ITX Tower,-27.0,0,0
c5003918-e3df-45b7-b065-1b15fb9f4e98,ad0266e4-9474-4bc3-a142-e0d6fd80215b,16.0,GDDR6X,320.0,336.0,3.0,320.0,Mini ITX Tower,-16.0,0,0
d2a19c90-812a-41da-a587-cb6a306437c0,57e5895e-3860-437c-84a4-6bd4a19abe02,12.0,GDDR6X,336.0,300.0,2.88,435.0,ATX Full Tower,135.0,1,1
6035c4a6-39a0-4da1-a447-3acd2c6fac9b,a0384cd3-c546-4fbc-b123-2452c17703a6,16.0,GDDR6X,320.0,357.6,3.5,325.0,ATX Mid Tower,-32.60000000000002,0,0
80ad429f-8018-42cb-af8b-ce86428da8a3,13fed780-dff8-45d1-9a66-f765ba341f52,8.0,GDDR6,50.0,156.0,1.0,390.0,ATX Mid Tower,234.0,1,1
d37ee98b-6082-42d2-ae4b-9b3de8a09c21,0b743ec5-7bb8-44a8-815f-bbb2b6d448d6,24.0,GDDR6X,450.0,358.0,4.0,512.0,ATX Full Tower,154.0,1,1
434b4cea-3827-4718-a381-e39de33186c7,83cba381-0cbb-402d-a167-b83b6fa06701,12.0,GDDR6,170.0,242.0,2.0,408.0,ATX Mid Tower,166.0,1,1
30575529-3e24-44fc-81d3-4056475b2e6a,e4cbb73f-fe9c-4b50-ae84-526635397e1a,16.0,GDDR6X,320.0,322.0,3.1,256.0,ATX Mid Tower,-66.0,0,0
dd00f37c-1663-44d1-884f-6392393a9ef6,910353da-26a4-44c5-aa06-817536696dfe,12.0,GDDR6X,300.0,336.0,3.0,270.0,ATX Mid Tower,-66.0,0,0
3247647b-4812-406f-a7e9-ec0a8984ad57,3fd18252-fa46-443d-96b1-db08acad240d,16.0,GDDR6,160.0,310.0,2.0,300.0,ATX Mid Tower,-10.0,0,0
3e187a92-3a0b-4199-a345-24aa832b3546,ec789329-fff7-425e-b12e-36c9bda9ddba,6.0,GDDR6,150.0,175.0,2.0,400.0,ATX Mid Tower,225.0,1,1
2a43bd2e-63b2-43b7-b974-0e12b716fa28,4df026f1-e1de-4ad7-af0a-22926af62e55,4.0,GDDR5,75.0,171.0,1.0,440.0,ATX Mid Tower,269.0,1,1
5b051e7d-bb4c-47f1-a447-35bbf86eddac,e2a8a106-39c9-418a-bc56-87c1f465c511,16.0,GDDR6,250.0,267.0,2.0,365.0,Micro ATX Mini Tower,98.0,1,1
abb440c5-8144-4e6f-bdeb-fb2d878b71e5,7bd9df3b-6537-470e-be9f-d83c3c2b32b6,16.0,GDDR7,300.0,329.0,3.125,320.0,Mini ITX Tower,-9.0,0,0
0b72aacf-9a8d-436a-905e-ebd0f0df3a13,48fc6c74-43c7-422d-a148-7faad472cbed,2.0,DDR3,41.0,160.0,1.0,420.0,ATX Full Tower,260.0,1,1
23350b50-eac3-4360-b5fc-f74a4784b851,f0e8cf84-f729-486f-86c7-8d54a4c5a0de,8.0,GDDR6,160.0,281.0,2.65,260.0,ATX Mid Tower,-21.0,0,0
2ef471da-3cd6-42c1-9f2d-39f4e6869518,ef73288f-04a7-4e5e-b147-b3fec1e0cb65,16.0,GDDR6,300.0,324.0,3.0,295.0,ATX Mid Tower,-29.0,0,0
9c6b5584-640d-4207-894f-c55850ffb2ec,49304391-cb2d-4357-8684-5a87f874b30b,6.0,GDDR5,150.0,267.0,2.0,430.0,ATX Mid Tower,163.0,1,1
a4b89566-2218-4780-a683-b953d1a1b8ae,a5b4ceb1-feaa-4d7c-8449-27dc768455ab,16.0,GDDR6,335.0,320.0,3.0,370.0,ATX Mid Tower,50.0,1,1
d602f552-9d41-4e18-83d5-8d0b0f4fc140,39749594-88f1-4fa5-b328-b16361c25bdf,16.0,GDDR6X,320.0,280.0,2.0,266.0,ATX Mid Tower,-14.0,0,0
c7e0b6de-9028-4546-be97-0171540f0e2f,84792570-6b61-4126-9355-18478ff07143,8.0,GDDR6,220.0,278.0,3.0,423.0,ATX Mid Tower,145.0,1,1
409f62bd-91c7-4643-a7e2-e435a3af09c5,cdaaebab-7071-4f3a-af71-f5b934d4b0bc,11.0,GDDR5X,250.0,298.0,3.0,260.0,ATX Mid Tower,-38.0,0,0
3c2b3ac0-53e9-46e8-815d-5034e5a72387,2c11d2be-101f-4573-be99-2191fffda30a,16.0,GDDR6,304.0,325.0,3.5,319.0,Micro ATX Mini Tower,-6.0,0,0
450d1d39-afeb-4b05-82c0-178e48a7ea53,d04b5340-a58c-443f-a3e2-1ff5d011925c,8.0,GDDR6,220.0,301.0,2.7,410.0,ATX Mid Tower,109.0,1,1
40e2201f-1a83-409a-95d8-fd134b1fffaa,202c88cf-e0b4-43f8-bdce-7e1ca8259775,8.0,GDDR7,180.0,220.5,2.0,340.0,ATX Mid Tower,119.5,1,1
10111ac3-4093-474e-a34c-4833e9a1ad46,ae42ea1c-9d87-4ca1-90c0-91aefdf788b0,12.0,GDDR6,70.0,170.0,2.0,330.0,HTPC,160.0,1,1
0edfcfb4-c89a-4826-a5c2-eb04caf12c67,68b2d74c-ea4d-48bc-bf05-e756e09d68f9,16.0,GDDR7,180.0,337.0,3.05,240.0,HTPC,-97.0,0,0
4b6ca072-bd8b-47fc-9848-54872c5d3082,89e8b43e-9b57-4887-b82a-bf24d179c245,24.0,GDDR6X,450.0,334.0,3.0,330.0,Micro ATX Mini Tower,-4.0,0,0
478e3a9a-e85f-4d47-adac-e238e6c80a67,38919d37-aed7-4a89-8f28-e255e7d2a7c1,10.0,GDDR6X,320.0,300.0,2.0,369.0,ATX Mid Tower,69.0,1,1
0da50e28-f4a2-46ee-8165-bc60b06dc88d,3ed5e62c-1ba0-450e-ab69-7f28cccca4b9,16.0,GDDR6,268.0,320.0,3.0,315.0,ATX Mid Tower,-5.0,0,0
b56b55de-640b-4f26-9d51-b9335d3a2878,d7b48f93-a620-410a-9145-d40c65b55ad0,16.0,GDDR6X,320.0,356.0,4.0,350.0,ATX Mid Tower,-6.0,0,0
371eb733-1570-427c-95c1-43f1b9dcfcd9,d02c2194-ae33-4855-8299-381bdc010dae,10.0,GDDR6X,320.0,285.37,2.2,254.0,ATX Mid Tower,-31.370000000000005,0,0
c95c2ed9-ab4b-4c23-b616-967e94713569,8f38fc22-668c-4589-b633-b6fd5cd5b0ea,24.0,GDDR6X,450.0,337.0,4.0,330.0,Micro ATX Mid Tower,-7.0,0,0
53b9dcf7-c87e-44b1-b5dd-6fc7f79a03e3,03586bdd-c5d7-4406-bc23-9d651272fd6a,4.0,GDDR5,165.0,312.0,2.0,305.0,Micro ATX Mini Tower,-7.0,0,0
c87055d1-eccc-494c-ac27-78de9f5005b5,3cf043a7-3fa1-41c9-a24c-0bbf3f4db1a7,8.0,GDDR6,130.0,245.0,2.0,430.0,ATX Mid Tower,185.0,1,1
12a0a7b7-292b-42ab-a0d8-51e27c06ba25,56d2af8b-010a-4ec4-9841-8f89cb4599c2,20.0,GDDR6,300.0,353.0,3.63,360.0,ATX Mid Tower,7.0,1,1
e3174067-cc92-472e-aee7-1c4d85a574df,8f318898-b451-4e72-8df5-8facfbda2a09,16.0,GDDR7,180.0,226.0,2.05,430.0,ATX Mid Tower,204.0,1,1
626b47e1-8298-4af9-b951-903e2e0f92ac,f9918e12-bbd5-4d30-97c7-2a3275954714,6.0,GDDR6,120.0,173.4,2.0,410.0,ATX Mid Tower,236.6,1,1
fdbebd55-18de-4ad6-bf1b-af384c835004,57f74227-06b0-4ab4-928b-19be0bf5a989,16.0,GDDR7,300.0,338.0,2.5,330.0,Mini ITX Tower,-8.0,0,0
f4a7afc3-2c3b-45eb-a1bf-7545ad53a5da,c9a04803-666f-46e8-8863-eea8a9b4e5dc,6.0,GDDR6,150.0,231.0,3.0,410.0,ATX Mid Tower,179.0,1,1
df751038-2dfb-4898-885c-8ffef724da8c,33bc48b2-9eea-4591-b9b3-5696be703e41,8.0,HBM2,210.0,316.0,3.0,310.0,ATX Mid Tower,-6.0,0,0
8e233204-04e9-4b05-ace6-897b4d79c2a1,77109c1f-0634-46f0-8c85-371d2b5da970,24.0,GDDR6,355.0,335.0,4.0,325.0,Mini ITX Tower,-10.0,0,0
4031c6e0-7794-454b-94eb-6b1184c0fd6d,1f21cc86-d877-4b79-b242-71ba6d8c0a77,11.0,GDDR5X,250.0,269.2,2.0,205.0,Mini ITX Tower,-64.19999999999999,0,0
b4fee2cd-9bc9-41c9-b55c-06619d32278f,76fc786c-b59f-4db8-b190-d794ff9fc9ba,16.0,GDDR6,260.0,320.0,3.0,290.0,Micro ATX Mini Tower,-30.0,0,0
d3796344-d564-44a3-a6cb-7593f64cfceb,79f10ddb-49c4-495f-957a-926350d72ae4,16.0,GDDR6,260.0,335.0,3.0,272.0,Micro ATX Desktop,-63.0,0,0
86040127-5ae4-47ea-88fc-c09afe762fd6,3cd11185-35cf-489f-bee0-8189551843c7,8.0,HBM2,295.0,298.0,3.0,350.0,Micro ATX Mini Tower,52.0,1,1
46f548d0-f21e-4643-8625-99d77a5e15b7,4d571203-3970-41ca-9012-c106c582cfa5,12.0,GDDR6,250.0,320.0,3.0,280.0,ATX Mid Tower,-40.0,0,0
16ded018-683c-46c4-80ce-54a6711aebbf,1bd2917a-e6c2-44f4-9809-d1bb8a195e01,16.0,GDDR7,300.0,338.0,2.5,315.0,ATX Mid Tower,-23.0,0,0
cedbeb4b-668e-4e68-8888-a5829bde18b1,c7a09311-c982-4024-8ead-fdc77fdee6ce,16.0,GDDR7,360.0,359.0,3.5,315.0,Micro ATX Mini Tower,-44.0,0,0
955ff7e1-1893-4e14-8c80-78bdebb5c0e3,477e86d7-6b81-4af6-84d4-fc5733a68819,24.0,GDDR6X,450.0,331.0,4.0,286.0,Micro ATX Mini Tower,-45.0,0,0
c455db13-cfcf-4131-bd37-77394f20084e,7adf042f-6e76-40e2-9ccd-2db894932c9f,16.0,GDDR6,160.0,249.0,2.0,240.0,Micro ATX Slim Tower,-9.0,0,0
4cee7649-b6e0-4b7c-8511-196db30f0517,0379dde4-b9c1-4d37-b793-f00839969335,4.0,GDDR6,350.0,165.0,2.0,420.0,ATX Full Tower,255.0,1,1
fa6c8561-77a8-4228-832f-612165c4e0f9,ecf727f7-214b-483b-87a5-cc4362d89947,16.0,GDDR7,300.0,290.0,2.0,151.0,Mini ITX Tower,-139.0,0,0
3746bea6-8960-4c9f-a580-29136ce569c2,8a1960f8-0652-48aa-9da3-6cf92f7a56f2,2.0,GDDR5,90.0,257.0,2.0,200.0,Micro ATX Mini Tower,-57.0,0,0
10ff49a6-fde5-4264-87ed-ff810dc0741b,00f475f6-b2cb-4fb1-b11f-3fc02ae08461,24.0,GDDR6X,450.0,336.0,4.0,330.0,Mini ITX Tower,-6.0,0,0
7eb43555-e1a4-49cb-b56a-4750dc4cf928,8bb92a64-6926-40d8-8ce4-f38b90d54a79,24.0,GDDR6X,450.0,340.0,3.0,420.0,ATX Mid Tower,80.0,1,1
b976532e-157b-4cff-b9af-860e6d0edf07,8674af6c-8869-4280-9675-b92caaadf3fe,12.0,GDDR6,245.0,328.0,3.0,315.0,ATX Mid Tower,-13.0,0,0
4ffdd5c2-1df5-40a9-8681-795f18c829e2,5f975a91-a14d-4fdd-b56c-5322f0a7e638,8.0,GDDR6,220.0,265.0,3.0,449.0,ATX Mid Tower,184.0,1,1
6530f66c-2112-42fb-8f81-047f159ffc28,b670cb06-c94c-46c2-acf1-40fd69315d9d,6.0,GDDR6,160.0,229.0,2.0,369.0,ATX Mid Tower,140.0,1,1
f9d6708f-922f-49a7-8e76-e914196cedb9,21c9ad89-4906-4fbb-9eec-88701122ca31,8.0,GDDR5,185.0,298.0,3.0,400.0,ATX Mid Tower,102.0,1,1
9f592e97-6f3d-4b96-b1c2-ad090b351dfc,a7f9d522-d314-457c-9178-759a7ff5ac38,12.0,GDDR6,170.0,177.0,3.0,350.0,ATX Mid Tower,173.0,1,1
970fbda3-b081-450c-be03-bd1052ec1752,476afdc3-7080-4486-bba3-98316672b699,16.0,GDDR7,300.0,357.0,3.3,280.0,Micro ATX Mini Tower,-77.0,0,0
1392f6f9-6118-4c18-8676-3f086c3673e4,b3c8039b-8f31-46e8-86a4-d6adc4cec5c2,12.0,GDDR6X,350.0,300.0,3.0,350.0,ATX Mid Tower,50.0,1,1
10938d3c-28dd-47c2-a97c-2810195ba0cd,4502b3a5-a98f-4204-b83e-18c9e286c7e7,32.0,GDDR7,575.0,359.0,3.8,295.0,Mini ITX Tower,-64.0,0,0
f8be498d-c689-4279-887b-ac6a0845e6f0,bfa5925b-38cf-4b90-9ae7-5af1472da757,1.0,DDR3,19.0,182.0,1.0,340.0,Micro ATX Mini Tower,158.0,1,1
55b46af7-13dc-458a-b395-41c2978e9f88,97bb1f17-073c-4ac0-99c1-0ab5fc747fbf,8.0,GDDR6,250.0,270.0,2.0,310.0,ATX Mid Tower,40.0,1,1
9e359fe1-7f00-4616-9685-6d8c609705db,e856b3e1-5694-4dfa-8c38-8e135d23afa9,16.0,GDDR7,300.0,357.0,3.3,320.0,ATX Mid Tower,-37.0,0,0
d1eab49b-5d9e-4245-8300-ead0028a8233,e022d731-1806-4109-871b-54f786a083c6,16.0,GDDR6,263.0,340.0,3.0,330.0,ATX Mid Tower,-10.0,0,0
e0f8fe14-62a0-4fcf-91e6-a5bb5b439844,2e2a20c1-c60e-4f8f-939b-e987c1e937e3,10.0,GDDR6X,340.0,318.0,3.0,330.0,Mini ITX Tower,12.0,1,1
75221197-42bb-4205-b2c3-a449594d2710,87433429-f14a-46cc-be8e-c3f7ccc749d6,3.0,GDDR5,250.0,261.0,2.0,395.0,ATX Mid Tower,134.0,1,1
2854560e-e0ad-4575-bf69-e580aefd76a8,a2c8903b-9300-4b9c-b9ec-eee8b61e796f,16.0,GDDR6,260.0,337.0,3.0,330.0,ATX Mid Tower,-7.0,0,0
689f5aea-b1fc-4d0c-9162-568f6e9aeb73,f6c344a5-158a-463c-8282-0cb8ccf79f70,16.0,GDDR6,304.0,320.0,3.0,286.0,Micro ATX Mini Tower,-34.0,0,0
b9faaa2c-e70d-4cc7-8bea-587c894929bd,59c85b65-6f0d-4658-99f2-3a91363536c1,24.0,GDDR6,355.0,345.0,3.0,335.0,Mini ITX Tower,-10.0,0,0
b69d21b9-267d-4b1a-b4c1-8baed6852167,ed1079fa-3ab3-4af8-9eea-59cfd74b23a2,1.0,DDR3,31.0,160.0,1.0,400.0,HTPC,240.0,1,1
7c15169e-4123-4c57-8c0d-a3e6efafa6ce,7a39c2c3-d65c-431f-bb74-ca13246e2026,4.0,GDDR5,150.0,310.0,2.0,297.0,Micro ATX Mini Tower,-13.0,0,0
cc83c0d1-eb2f-45ab-a589-925c983fe443,2ba51a11-85fe-4961-abb5-5a4a42313a66,24.0,GDDR6X,450.0,348.0,4.0,330.0,ATX Mid Tower,-18.0,0,0
dde6a333-d7b3-477c-8eb5-0d03aa294238,c34ccf13-e25e-4d75-a565-63497e72fe8c,8.0,GDDR6,175.0,301.0,3.0,279.0,ATX Mid Tower,-22.0,0,0
9ef79404-da55-4c76-bb80-951eb7d73548,44d8da4f-db23-4e05-82ed-bea087b1a580,8.0,GDDR6,200.0,247.0,2.0,300.0,ATX Mid Tower,53.0,1,1
450c9f3f-44a0-4c50-8e77-3071f0aeb0dd,3d451007-16eb-4482-9437-adf004e3a3f4,6.0,GDDR5,120.0,280.0,2.0,215.0,Mini ITX Tower,-65.0,0,0
3f2dbbc1-f0b5-44fe-a723-3e343aa5e0e9,d2e6d3d9-091c-489a-906a-690279f8e8cc,12.0,GDDR6X,285.0,329.0,4.0,305.0,ATX Mid Tower,-24.0,0,0
69121e00-a3eb-47d4-a72e-970d8b43f3d0,48b84208-b3a7-4c35-8cae-453a906389b5,20.0,GDDR6,300.0,320.0,3.0,270.0,Micro ATX Mini Tower,-50.0,0,0
05a3b978-6f27-4880-a0d7-e70a87dae023,7aeb1901-d0d4-4727-aac0-fb351efb3abc,4.0,GDDR5,75.0,196.0,2.0,400.0,ATX Mid Tower,204.0,1,1
84aefb4b-8c29-4455-9c6e-1eed9ec97ee7,0281ec1d-0980-4d76-941b-5e651a779172,2.0,GDDR5,75.0,166.0,2.0,372.0,ATX Mid Tower,206.0,1,1
7d247b43-80bf-4d33-afa2-677bf535fc06,7ce143a1-7d3c-44fa-9412-3730bff63231,11.0,GDDR6,300.0,328.0,2.0,320.0,ATX Mid Tower,-8.0,0,0
e5c35413-0ca5-4dad-8d6f-80335f015f38,84d5a271-2beb-405e-bf84-c7a98f5f5e97,8.0,GDDR6,215.0,290.0,3.0,435.0,ATX Mid Tower,145.0,1,1
95332c26-8bac-4685-83b5-4c924b28f70e,4671fdd5-c261-44e9-8a84-83ab558022c3,4.0,GDDR6,100.0,206.0,3.0,490.0,ATX Full Tower,284.0,1,1
521646af-48a9-4d50-9586-5247b1f9b550,c34ccf13-e25e-4d75-a565-63497e72fe8c,8.0,GDDR6X,290.0,305.0,3.0,279.0,ATX Mid Tower,-26.0,0,0
60df7e9e-16c0-465e-9d31-0302399c4d9a,4e412697-ee36-43c5-85df-41144c3c926d,4.0,GDDR5,145.0,297.0,2.0,355.0,Micro ATX Mini Tower,58.0,1,1
fcbdffe1-ede8-47f8-bbe6-0c3ce89afeed,134db619-00cc-4f65-8301-9d17278407a2,4.0,GDDR6,75.0,205.0,3.0,420.0,Micro ATX Mid Tower,215.0,1,1
6beede17-5ceb-4d32-b4b6-c67c1ed62f6e,780d1b48-a6d4-4e03-9017-465b09a322d0,32.0,GDDR7,575.0,357.6,3.8,350.0,ATX Mid Tower,-7.600000000000023,0,0
dad74bf0-3c15-4b58-afad-ef5f2bbf466c,dcfbbe85-c027-4ddc-8f6d-f763fb13eb36,24.0,GDDR6X,450.0,322.0,3.0,420.0,ATX Mid Tower,98.0,1,1
f27d17bb-e477-4d34-8f81-53d37909a355,51af8ea2-9a18-4c7f-bd18-53870f7f6e7f,16.0,GDDR6,220.0,350.0,3.5,330.0,Mini ITX Tower,-20.0,0,0
282e9761-ecaf-45b1-bf11-a02230f5b28c,29519ea4-0171-41dc-948b-98ca9a18da1f,24.0,GDDR6X,350.0,263.0,2.0,460.0,ATX Mid Tower,197.0,1,1
e3be6cab-7ebe-4815-b470-720625c9c20c,f8b0034d-e3c1-45b6-9be0-5d20f219ef84,16.0,GDDR6X,340.0,329.0,4.0,340.0,ATX Mid Tower,11.0,1,1
8b1275b1-7419-49f0-8654-a7a324cc02ad,4a140052-d8b9-4645-9a9a-1d2bfe73de63,16.0,GDDR6X,320.0,358.0,4.0,340.0,ATX Mid Tower,-18.0,0,0
ced38883-121d-4555-bc4a-66c9c41b705e,347b98e8-6ad9-448e-a6db-6180559cf8bd,24.0,GDDR6,355.0,320.0,3.0,415.0,ATX Mid Tower,95.0,1,1
b4957647-f6b1-4b09-843b-c3522584ddb5,7adf042f-6e76-40e2-9ccd-2db894932c9f,12.0,GDDR6,170.0,202.0,2.0,240.0,Micro ATX Slim Tower,38.0,1,1
1cbcc6fc-404e-4e51-bc29-8ef3cf013652,6224e208-9084-4369-9f23-dc1d2b5c6a52,16.0,GDDR6,304.0,340.0,3.0,338.0,Micro ATX Mini Tower,-2.0,0,0
b05af234-f1a2-4ca8-8076-513c0b8f28f6,8ac50147-af99-401a-91f7-eab21d757b6b,16.0,GDDR6,300.0,324.0,3.0,200.0,Micro ATX Mini Tower,-124.0,0,0
254097b3-aef9-4eb0-84a4-3577df9d2ba7,7e7f4e99-9813-4221-8930-3a48aa24562f,16.0,GDDR6,260.0,322.0,3.0,307.0,ATX Mid Tower,-15.0,0,0
2742003b-291e-46e1-8984-7220ce384fa2,1b5b0f0b-ded0-45b2-a08d-9fd94cfaed40,8.0,GDDR6,184.0,232.0,2.1,330.0,ATX Mid Tower,98.0,1,1
c1bea78c-1400-4025-a3f1-51779537b4cf,fe956041-9b5e-4fab-9093-0e62e10b952d,16.0,GDDR6X,320.0,336.0,4.0,380.0,ATX Mid Tower,44.0,1,1
1bfb61df-3e60-4a87-bd2b-da4e218bc575,16b144dd-eb13-4b02-aca5-b702eee53d71,8.0,GDDR6,250.0,328.0,3.0,310.0,ATX Mid Tower,-18.0,0,0
b924fa17-32e9-4919-b092-c58022bfe442,b0466394-bd64-4026-bca7-0e0920059344,16.0,GDDR6X,285.0,320.0,3.0,319.0,Micro ATX Mid Tower,-1.0,0,0
