gpu_id,case_id,gpu_memory,gpu_memory_type,gpu_tdp,gpu_length,gpu_slot_width,case_gpu_clearance,case_form_factor,length_difference,gpu_case_length_ok,label
62f248ea-1fa8-4e12-9f06-985388960db8,774c5ffc-b7e2-4adf-9882-1ea6fe6c334f,12.0,GDDR6,170.0,198.0,2.0,380.0,ATX Desktop,182.0,1,1
ec2a835e-2329-4534-bd64-28cd0f131824,f1f1a191-58c0-4a40-b13f-f3d300126fed,12.0,GDDR6X,200.0,342.0,4.0,330.0,Mini ITX Tower,-12.0,0,0
3b734e33-534f-4045-9520-980974de8fdf,969536e7-cf46-43d4-b8fc-6bc9c0de4511,12.0,GDDR7,250.0,325.0,2.0,302.0,ATX Mid Tower,-23.0,0,0
05a386f1-9423-417f-8acd-f65364f9e1b2,12653beb-250c-44ea-8410-ca9a9372a570,2.0,DDR4,20.0,144.8,2.0,400.0,ATX Mid Tower,255.2,1,1
e245cd80-43f1-495d-ad6f-f46d83bee472,346ebd49-cd37-4268-9315-42c1c10d9366,12.0,GDDR5,375.0,267.0,3.0,345.0,Micro ATX Mini Tower,78.0,1,1
61da1d0d-b16b-4d8f-b4d0-9945d9cabca6,faec3675-6217-42ba-a812-7cf12c5a1c60,8.0,GDDR6,225.0,305.0,3.0,340.0,ATX Mid Tower,35.0,1,1
0430285d-bf9a-4e55-b96a-dc9608f9ee8a,bc865b87-8ccb-4c6f-b0f6-a2507e3aacce,6.0,GDDR6,160.0,242.0,3.0,375.0,ATX Mid Tower,133.0,1,1
7c5c0e56-06f9-40eb-832a-c9c9b248d5ea,75183f31-3767-4371-a9b1-d22d0e5fc2cb,12.0,GDDR6X,350.0,320.0,3.0,305.0,Micro ATX Mid Tower,-15.0,0,0
19add2bd-c31b-41bf-908d-48aeca987c5a,87b25084-4810-429a-9202-2cecac61a205,8.0,GDDR6,200.0,318.0,3.0,320.0,ATX Mid Tower,2.0,1,1
850a2a70-12b5-44fc-a33f-9308204769ed,9712c1eb-30ae-4444-af35-7f2e3327d0c5,4.0,GDDR6,100.0,212.0,2.0,290.0,ATX Mid Tower,78.0,1,1
d602f552-9d41-4e18-83d5-8d0b0f4fc140,9e34a630-606b-4f16-851c-b1b4bd313a51,16.0,GDDR6X,320.0,280.0,2.0,415.0,ATX Mid Tower,135.0,1,1
e09b1bbc-c283-47e5-8f50-554c4cb7c644,87b25084-4810-429a-9202-2cecac61a205,12.0,GDDR6X,350.0,300.0,3.0,320.0,ATX Mid Tower,20.0,1,1
f678cad6-4e2d-4742-8d26-5345af3af78a,48cefef8-ceb4-468f-91f4-2ff8ce9ac537,16.0,GDDR7,300.0,288.0,3.0,285.0,Micro ATX Desktop,-3.0,0,0
209c4adf-8e90-4cfa-9490-9be53845357c,969536e7-cf46-43d4-b8fc-6bc9c0de4511,10.0,GDDR6X,370.0,336.0,3.0,302.0,ATX Mid Tower,-34.0,0,0
36d09871-2ad0-4982-8414-825ce798dfc3,db6646ba-7a4c-4a2d-9f62-e4f5bea7d1d6,16.0,GDDR6,160.0,304.0,2.5,300.0,Micro ATX Mini Tower,-4.0,0,0
0cd0b574-4d00-48da-9f2f-fc38e413adf1,04ebe8b6-6242-4887-85c1-2124a75f75af,16.0,GDDR6,304.0,360.0,4.0,360.0,ATX Mid Tower,0.0,1,1
f9166535-11dd-4b3b-91ad-7eff4e4ad5e0,41ab7820-6250-4c20-819d-643e8d048819,12.0,GDDR6X,200.0,267.01,2.56,330.0,Mini ITX Tower,62.99,1,1
a8868e77-2169-4b74-baf6-829b95215e16,1ad18bea-e9aa-4137-b922-5f7e332f3385,8.0,GDDR6X,290.0,300.0,3.0,330.0,ATX Mid Tower,30.0,1,1
05e29f21-d8f6-4982-b4ae-16f00640e2d5,5a65e671-088d-4f39-a42a-35171e3ae2c0,12.0,GDDR6,170.0,224.0,2.0,413.0,ATX Mid Tower,189.0,1,1
c0676978-3a70-4130-a58b-e52207b5b9fc,3826bddd-d82c-4a44-81da-6871cc5eba13,11.0,GDDR5X,250.0,269.0,2.0,370.0,ATX Mid Tower,101.0,1,1
bc4b5664-827c-4b8a-a56f-b2a49d8172b4,2b71e7ab-5fe2-43c3-bcba-7ef7fad882eb,16.0,GDDR7,180.0,235.0,2.0,360.0,Mini ITX Tower,125.0,1,1
fafd0957-8be9-4e2f-abcb-6cdf1ec3e963,96267886-1a8a-429b-ba69-0e9cc37c2c93,12.0,GDDR6X,285.0,336.0,4.0,332.0,Mini ITX Tower,-4.0,0,0
537ab009-fdcd-47ae-80db-8f73173e6e0d,a48d84c6-224f-45d9-9175-710695e83119,8.0,GDDR6,115.0,227.2,2.5,319.0,Micro ATX Mini Tower,91.8,1,1
e0ae5190-69b9-4341-8c85-a1f0981131d8,452f223c-bb5d-43d3-9762-1ebd87cc2918,24.0,GDDR6X,450.0,325.0,3.0,300.0,Mini ITX Tower,-25.0,0,0
406ae764-0c0e-4b0d-aee6-0b50a3b704cd,43de1cf4-b750-478d-805c-7f46838c8532,4.0,DDR3,68.0,241.0,1.0,400.0,ATX Mid Tower,159.0,1,1
33cf6bcd-64b0-401a-aeca-8e7fe98de0d7,47d9334d-97b0-4dd4-86ca-44df82f49ccf,32.0,GDDR7,575.0,342.0,4.0,330.0,ATX Mid Tower,-12.0,0,0
5f6b1b07-700b-4a34-958c-f649770dacae,cea11cf4-b7e4-4668-a8b1-65a23aade459,16.0,HBM2,250.0,305.0,2.0,260.0,Micro ATX Mini Tower,-45.0,0,0
718b1be5-c7c3-4ef2-a64c-69ba49b39b6c,9952d21a-bf21-468a-9c03-a65369bcd98b,12.0,GDDR6X,200.0,308.0,2.15,400.0,ATX Mid Tower,92.0,1,1
491bf50f-b3e9-4303-a028-44e1788f6d4a,0b0d920d-a37b-4ed1-8caa-ecb80d335079,16.0,GDDR6,263.0,322.0,3.0,290.0,ATX Mid Tower,-32.0,0,0
f6d9cb54-111a-4768-8e90-47a3ed03f7c1,17ac675a-1547-41da-9a68-8a9aa0742e17,12.0,GDDR7,250.0,304.0,2.5,254.0,Mini ITX Tower,-50.0,0,0
409f62bd-91c7-4643-a7e2-e435a3af09c5,41905359-7c83-4503-9758-5eda9d3a2e94,11.0,GDDR5X,250.0,298.0,3.0,225.0,Micro ATX Desktop,-73.0,0,0
e625f230-7df7-4a94-994a-0e4f7e4540c7,681bca6d-b18a-4e79-98f0-7f697c7f7cca,8.0,GDDR6,175.0,268.0,2.0,315.0,ATX Mid Tower,47.0,1,1
c3e8a739-4358-48a2-85cf-f4a0becb04af,60d37fac-63d6-46db-84c5-de305790bf26,8.0,GDDR5X,180.0,267.0,2.0,340.0,ATX Mid Tower,73.0,1,1
d7e9e979-d6a9-4b1d-bd96-9adb9982c22c,c70f1ff3-05fc-455b-97f3-5206f9f24bfd,16.0,GDDR6X,320.0,329.0,4.0,320.0,ATX Mid Tower,-9.0,0,0
0accb5b9-14d0-4fbe-9828-35b457db8abd,134db619-00cc-4f65-8301-9d17278407a2,2.0,DDR4,30.0,150.0,1.0,420.0,Micro ATX Mid Tower,270.0,1,1
0a01ecc6-eb0a-4998-b945-aadcefcb241f,19ee1ea7-1007-448f-8a57-74f34a71dbdd,8.0,GDDR6,70.0,216.0,1.0,335.0,Micro ATX Mini Tower,119.0,1,1
8093bff2-3d49-4bd6-8158-bf5082b87fea,fa5656b1-7908-43a4-b334-7bb2ec4da1cc,16.0,GDDR7,360.0,357.6,3.8,295.0,Mini ITX Tower,-62.6,0,0
06037674-f6cc-4b3d-8024-9c5e662dab37,394acd67-4fbd-4bf4-88eb-e118fa27c703,12.0,GDDR6,170.0,242.0,2.0,400.0,ATX Mid Tower,158.0,1,1
4072d82c-e0b2-4867-88b9-afb8bb69a16b,c367e788-8d65-4083-870a-18d7ad974525,11.0,GDDR5X,250.0,267.0,2.0,362.0,ATX Mid Tower,95.0,1,1
5e44328d-4504-4d50-90ec-117dcc4b07d1,52740599-bbad-4e52-8902-c9671814be77,16.0,GDDR6,245.0,297.0,3.0,529.0,Mini ITX Tower,232.0,1,1
ede30dec-47d8-4be8-95a0-1312c8cb9dee,e181bba1-627b-4020-b42e-a67d89e96c0e,11.0,GDDR5X,250.0,300.0,2.0,415.0,ATX Mid Tower,115.0,1,1
ed0c9446-c07e-477e-ba89-4ab38abc25e5,6ba979a9-8cd8-4446-aa21-bf8dbfc26e09,16.0,GDDR6X,320.0,342.0,3.75,330.0,ATX Mid Tower,-12.0,0,0
1e7a248d-e5b5-4048-aaba-bfd6a49cac20,f579622c-a4c5-4365-847e-ba5e9431a712,8.0,GDDR6,250.0,268.0,3.0,435.0,Micro ATX Mini Tower,167.0,1,1
9c75b9a7-654d-418b-9a75-07a57d5d1f6e,99b404b5-a93a-4833-a9e4-1d187b73d2ba,8.0,GDDR6,130.0,225.0,2.0,197.0,Mini ITX Tower,-28.0,0,0
27dcf29e-ab2f-4721-bc16-708dc5bb360e,910353da-26a4-44c5-aa06-817536696dfe,24.0,GDDR6X,450.0,286.0,2.5,270.0,ATX Mid Tower,-16.0,0,0
abe4dfc4-a981-4fd4-87ac-fd61cc524c19,6c8f524a-1099-4074-83e8-4a2ec31d3418,16.0,GDDR6,220.0,332.0,3.0,325.0,ATX Mid Tower,-7.0,0,0
b1f53843-8a6e-4023-a300-33be26eccd08,a6358f37-2900-4df8-820c-eba995a1efca,20.0,GDDR6,300.0,330.0,2.8,315.0,ATX Mid Tower,-15.0,0,0
a25f25b5-8676-4d71-bbd4-4ee0b241ffcd,a06224d2-2d41-482b-a9ef-81f1750dc793,8.0,GDDR6,150.0,310.0,2.0,400.0,ATX Mid Tower,90.0,1,1
1523b27a-1de8-4876-8558-5801002c5317,a12b3724-9d3c-4ef5-bba2-2031dea4f830,32.0,GDDR7,575.0,357.6,3.8,260.0,Micro ATX Mini Tower,-97.6,0,0
a250eda8-5b25-4bde-b3d5-09ea36c356f5,91341813-bfff-4fa7-b02a-6d9d12e54cf8,16.0,GDDR7,360.0,360.0,3.75,350.0,ATX Mid Tower,-10.0,0,0
e2074cbd-b0c3-4590-86d7-c6fcf0c026fd,f5d464ed-4541-46c9-9946-11f7b3584d16,8.0,GDDR6,200.0,232.0,3.0,335.0,Micro ATX Mini Tower,103.0,1,1
c9329f0c-25d0-4619-98ed-f123578ce1bb,cee29e22-2c45-4d28-9768-10243278541c,12.0,GDDR6,230.0,323.0,3.0,309.0,Micro ATX Mini Tower,-14.0,0,0
b30b690f-28c2-4619-a634-b5bee3627a08,0078f781-149d-458a-bf50-c54bcb34c0fc,16.0,GDDR6,220.0,355.0,4.0,350.0,Micro ATX Mid Tower,-5.0,0,0
5bbfc8fa-f766-4620-8656-935e923642ed,c3eaac74-eed4-454f-89e7-ea1a4936f96a,8.0,GDDR6,160.0,305.0,3.0,322.0,ATX Mid Tower,17.0,1,1
a69ac9fd-0d12-4893-acad-405d2da1c5c3,7a8179b6-39f9-4ca0-ae1f-5f3b0aae4233,11.0,GDDR5X,250.0,298.0,2.5,355.0,ATX Mid Tower,57.0,1,1
3113d465-ab67-4c76-8c1e-b6a062918289,0c3c19d6-ba05-41aa-8936-0eafc4a14fb9,12.0,GDDR7,250.0,282.0,2.5,415.0,Micro ATX Mid Tower,133.0,1,1
661af4d5-8242-49a2-a1aa-e20d09e7bc8d,bfe1ab6b-ad4e-4dd1-b2a2-ef71814cee33,8.0,GDDR6,165.0,212.0,2.0,415.0,ATX Mid Tower,203.0,1,1
00497ed5-6128-4217-bb2e-f7d8c4c9af2c,b097da10-4442-4d31-a7e1-fbf7a1b2a477,16.0,HBM2,300.0,268.0,2.0,400.0,ATX Mid Tower,132.0,1,1
c8865091-c1cf-44ea-89d6-76a4ac5b3d82,275387ad-a8f2-40fa-ac08-db62fb2fdf02,8.0,GDDR6,130.0,262.0,2.0,255.0,Mini ITX Tower,-7.0,0,0
df751038-2dfb-4898-885c-8ffef724da8c,12653beb-250c-44ea-8410-ca9a9372a570,8.0,HBM2,210.0,316.0,3.0,400.0,ATX Mid Tower,84.0,1,1
3caff505-5264-4aa6-afd5-688917dc1647,7876c110-271f-478e-94ef-12cc6fdbd43b,8.0,GDDR6,170.0,235.0,2.0,170.0,Mini ITX Tower,-65.0,0,0
4b5a33a8-0c6c-4205-b613-576f42ce27b7,644c88d4-4f3e-4eb2-af1c-d6aa7a016878,16.0,GDDR6X,320.0,337.0,4.0,150.0,Micro ATX Mini Tower,-187.0,0,0
4df442c5-0e6c-4226-a65c-0dc521fa9f72,16b43d8f-2d7c-4951-b863-e4847853991a,12.0,GDDR7,250.0,300.0,2.5,290.0,EATX Mid Tower,-10.0,0,0
1054f467-dfa9-4bef-bb3e-4e21cf854105,4ea145d1-e26c-4819-92e2-d06ac9c75d5c,12.0,GDDR6X,285.0,306.8,2.5,270.0,Mini ITX Tower,-36.8,0,0
78145c63-887b-4e75-bca7-3fca14392eb9,91797b8f-57cb-4355-b87c-728b153f9919,6.0,GDDR6,160.0,228.0,2.0,350.0,ATX Mid Tower,122.0,1,1
4118f054-4910-49b8-ae25-738749642db7,1f21cc86-d877-4b79-b242-71ba6d8c0a77,8.0,GDDR5,185.0,255.0,3.0,205.0,Mini ITX Tower,-50.0,0,0
cea457aa-4f9c-43cb-9cd2-39739620849e,7874f00a-da6a-4c49-8c75-b15b58b74fcb,16.0,GDDR6X,285.0,323.0,3.0,360.0,ATX Mid Tower,37.0,1,1
42b3a491-ce6b-409e-99ed-da383bb1ea79,dd2a44e2-89bd-476c-8d9a-6747c7a7b366,16.0,GDDR7,360.0,329.7,3.5,325.0,ATX Mid Tower,-4.7,0,0
61066c8f-5375-4c80-a747-d6a06e1da091,b3e2aac7-672d-4831-8068-4772388268f5,16.0,GDDR7,360.0,338.0,2.5,331.0,Micro ATX Mini Tower,-7.0,0,0
c3026d94-2fe1-4127-8865-8faa8a27b8b2,4eb2c491-1d46-4db7-8166-009e4a7fdc2d,32.0,GDDR5,250.0,305.0,2.0,172.0,Mini ITX Tower,-133.0,0,0
ba23dc5a-ec7e-4b85-addc-1ab532f48db3,c2d7b96f-262d-47fc-87f5-cbf2bde177ab,16.0,GDDR6X,320.0,356.0,4.0,260.0,ATX Mid Tower,-96.0,0,0
31636465-761c-4cf3-a611-7867c7f899c3,6f28f58f-859e-478e-8b22-3382d5b83cf3,32.0,GDDR7,575.0,360.0,3.8,330.0,ATX Mid Tower,-30.0,0,0
5c3af578-dd21-425e-aa89-b2f7d9974d0b,1491a70c-cfe3-4d78-803c-65458e7bf627,12.0,GDDR6,170.0,242.0,2.0,400.0,ATX Mid Tower,158.0,1,1
dc210426-fb66-495e-b754-eab7b3723a2d,bcf66fa7-18e5-4cd2-ba58-0d9b867288d8,16.0,GDDR6,304.0,340.0,4.0,370.0,ATX Mid Tower,30.0,1,1
9abfa71b-7193-4444-83f6-949dc0cbc719,68e57f90-93c9-4b71-8a49-1f518635bf81,12.0,GDDR6X,200.0,269.0,2.0,240.0,Micro ATX Mini Tower,-29.0,0,0
e4bcf00b-972d-4c9c-b6b3-a23114364185,55b94e26-2495-4727-acff-6ac025396bcd,2.0,GDDR5,60.0,170.0,2.0,360.0,ATX Mid Tower,190.0,1,1
47572b13-a034-4e74-8265-e15c44b12c05,7d2efd98-47b9-49d7-af45-03625310ecb0,4.0,GDDR6,100.0,243.0,3.0,420.0,ATX Mid Tower,177.0,1,1
7eb98ed1-3668-46a4-b0ff-f90583d82015,482ba874-6260-48ac-ab40-94a40d748d18,16.0,GDDR6,220.0,289.0,2.0,260.0,Micro ATX Mid Tower,-29.0,0,0
a4f02b39-fc12-4800-bf6f-7db6e4e22eb8,c367e788-8d65-4083-870a-18d7ad974525,4.0,GDDR6,75.0,196.0,2.0,362.0,ATX Mid Tower,166.0,1,1
1f3d237b-4384-4577-84e9-0738d1da28bd,7f7aace1-5d94-4c77-8dce-75e8e9ad821a,16.0,GDDR6X,320.0,332.0,4.0,325.0,Mini ITX Tower,-7.0,0,0
1878d87a-98f6-4416-90bf-d826775cbb79,a0ac389e-1d85-4bae-a5c9-5995d3779162,8.0,GDDR6,200.0,230.0,2.0,350.0,Micro ATX Mid Tower,120.0,1,1
e0ae5190-69b9-4341-8c85-a1f0981131d8,412c1634-0c12-4c3c-ad66-9a375ec2468f,24.0,GDDR6X,450.0,325.0,3.0,370.0,ATX Mid Tower,45.0,1,1
45425c92-7c15-4d56-8d3f-3dfabd298756,7b0115f6-60a4-43aa-8cd1-2071e515a035,12.0,GDDR7,250.0,304.0,2.0,330.0,ATX Mid Tower,26.0,1,1
a9f88425-6044-4b5a-8fda-d2e88ccafc62,6e1c2bcd-e646-493c-af18-3c0fbb045672,11.0,GDDR5X,250.0,300.0,2.0,380.0,ATX Mid Tower,80.0,1,1
2761e680-c5e5-461f-bcd8-8c3612f3dcff,5ff1a02d-cd36-4bac-af72-a0cf4b92f90d,4.0,GDDR6,130.0,225.0,2.0,420.0,ATX Mid Tower,195.0,1,1
910c883e-6242-4ccc-895f-a8d6c32051a1,c7c7e188-8058-4386-81c5-e4720fe50bb1,16.0,GDDR6,300.0,320.0,3.0,427.0,ATX Mid Tower,107.0,1,1
88ec5a4f-7671-4fea-b61c-620a2cab2c2f,c8ee7f39-af93-40e4-8ec1-9f9d34e55ebb,12.0,GDDR6X,285.0,337.0,3.0,340.0,Micro ATX Mini Tower,3.0,1,1
1c4f977c-0da0-4362-988b-8ff02ea01ee7,77958f51-af29-4c30-9fac-e4ae96f9e899,,DDR3,38.0,176.0,1.0,332.0,Mini ITX Tower,156.0,1,1
4a543abd-e760-4c3e-aae5-7643c88b6155,c7378213-a458-4fed-9f4c-d4acfbb2dd08,16.0,GDDR7,360.0,304.0,2.5,300.0,Mini ITX Tower,-4.0,0,0
d11a1740-625f-4873-93cd-6d0fba133b62,fc3809f3-3d11-420e-a521-0b5d6f1d6cbb,32.0,GDDR7,575.0,246.0,2.0,370.0,ATX Mid Tower,124.0,1,1
5c710cbe-4834-4f1a-b033-355f576d21e0,e3b09eb8-9262-4115-9143-47a49e5acbfc,8.0,GDDR7,180.0,229.0,2.5,440.0,ATX Mid Tower,211.0,1,1
a8f5d831-5258-4b4d-bcac-1e493e39db48,01d96ead-68c8-48b3-8409-45f2a7baffff,24.0,GDDR6X,450.0,326.0,4.0,305.0,Micro ATX Mid Tower,-21.0,0,0
8781a065-693e-4b24-b0bb-58b8feb0c5c5,8f3e32b4-395b-4d2e-8018-9a189ca0722e,8.0,GDDR6X,310.0,335.0,3.0,310.0,ATX Mid Tower,-25.0,0,0
8de35be6-9bea-47cf-bfed-29e6939ecff6,814b55ac-aed1-4751-9e92-4467bbf20853,24.0,GDDR6X,450.0,342.0,3.75,411.0,Micro ATX Mini Tower,69.0,1,1
12a040ae-a296-4d84-bc4a-965d99236a0e,f7c03418-7fb5-4281-9150-393d60c95eef,16.0,GDDR6X,320.0,337.0,4.0,297.0,Micro ATX Mini Tower,-40.0,0,0
d1170cb2-9072-48be-acf7-a15fd24ee31b,c7378213-a458-4fed-9f4c-d4acfbb2dd08,8.0,GDDR6,240.0,323.0,3.0,300.0,Mini ITX Tower,-23.0,0,0
a1534dbf-552c-4dd5-9c43-2d6087afe268,68176954-5f58-4805-90ae-6b05acd63bcb,12.0,GDDR6,230.0,304.0,2.0,300.0,Mini ITX Tower,-4.0,0,0
59d90686-7c0d-4023-939b-6180dffc09dd,b94e9642-9979-490a-8072-ccaee5ff3d62,16.0,GDDR6X,320.0,307.0,3.0,300.0,ATX Mid Tower,-7.0,0,0
a4396021-7e68-4dc5-9399-abc05e7688f3,53621bc3-d351-4ab6-a513-9cf13e1f5b07,4.0,GDDR5,190.0,238.0,2.0,440.0,ATX Full Tower,202.0,1,1
c98956fd-19a8-4ab5-9c1f-ee0336448b01,06edf99d-ba33-4e40-9ae4-87f8ecaf9bbf,4.0,GDDR5,75.0,145.0,2.0,320.0,Micro ATX Mini Tower,175.0,1,1
3034727c-a732-49d2-9230-759c992e3db3,9d2243e4-649a-49dc-8ed4-bb503b0e0d5a,8.0,GDDR6,225.0,278.0,3.0,324.0,Mini ITX Tower,46.0,1,1
644bb8e3-0297-4771-a57e-cb79289fa1f9,b962ca4d-c3ce-41cb-8d46-e36f1d372f08,12.0,GDDR6X,285.0,329.0,4.0,365.0,Micro ATX Desktop,36.0,1,1
63255577-50fa-4cc8-8605-d233d350a007,c5fad48d-ff81-4802-8a36-fd07c811be2d,8.0,GDDR6,130.0,240.0,2.0,197.0,Mini ITX Tower,-43.0,0,0
393d3771-26d7-4487-af45-6a5388a852a5,59327c9d-701a-44dc-ad08-bc7ced6800aa,2.0,GDDR5,180.0,228.0,2.0,380.0,ATX Mid Tower,152.0,1,1
b90b03db-53fe-4627-94f8-670e41958731,c4f0601e-cbe2-4770-ab3e-db64c0cd3469,32.0,GDDR5,275.0,275.0,2.0,390.0,ATX Mid Tower,115.0,1,1
acada134-90b6-4906-afa5-41dba78b9371,fee2bd88-b40a-4120-a2dd-ef13d1fe0394,8.0,GDDR6X,200.0,230.0,2.0,400.0,ATX Mid Tower,170.0,1,1
8551f753-32f1-43ab-bf8c-883780754637,c37c81be-f5e9-4b43-9b0a-778e177316a2,6.0,GDDR6,70.0,201.0,2.0,330.0,ATX Full Tower,129.0,1,1
ad384f05-dae7-41fa-bba1-e5ca4ca48c45,0e4011c0-3816-46e4-b6c6-a3b628784581,16.0,GDDR6,304.0,340.0,4.0,315.0,Micro ATX Mini Tower,-25.0,0,0
2761e680-c5e5-461f-bcd8-8c3612f3dcff,2d5a1a8d-f00c-4e92-b1d2-3ecc01b67b7d,4.0,GDDR6,130.0,225.0,2.0,350.0,Micro ATX Mid Tower,125.0,1,1
b94ac77d-7689-4f91-891a-6da8f8da12d2,e4051c94-07e2-49c6-a0ad-9d2dd3856f32,4.0,GDDR5,75.0,212.0,2.0,385.0,ATX Test Bench,173.0,1,1
1da439f5-af74-45df-88a4-6ca6e7311edc,a765f595-298e-4a6d-82ec-0fe73e9e382d,16.0,GDDR6X,320.0,355.5,3.5,415.0,ATX Mid Tower,59.5,1,1
099fb2e4-4c59-4063-a06c-27dd3c4e0c50,d56c1375-4cc0-483a-99e1-b8b6c90e0f5c,4.0,GDDR5,190.0,268.0,2.0,411.0,Micro ATX Mini Tower,143.0,1,1
6097bc76-bc0e-4f1e-8d27-a5c471dc555b,0b0d920d-a37b-4ed1-8caa-ecb80d335079,6.0,GDDR5,120.0,224.0,2.0,290.0,ATX Mid Tower,66.0,1,1
f9a039ce-a91f-40d8-a8d8-3f243653810e,4d65e0dc-bef0-4fd1-8673-9140a4627cdd,16.0,GDDR6,300.0,267.0,3.0,400.0,ATX Mid Tower,133.0,1,1
b5b8f962-62b7-4238-9e9e-dbdf4d316f94,02351dcd-a0df-4e1b-8e7f-5f4b0e6a5d4c,20.0,GDDR6,300.0,345.0,3.0,340.0,Mini ITX Tower,-5.0,0,0
9fdabb5f-5e72-4573-b0b3-54c5cc647251,e8f06329-aea7-440e-83c7-175481799457,8.0,GDDR6,130.0,203.0,2.0,195.0,Micro ATX Mini Tower,-8.0,0,0
f2b5380c-f157-41cc-b30d-cebc76a91b95,f6c344a5-158a-463c-8282-0cb8ccf79f70,16.0,GDDR6X,285.0,300.0,2.9,286.0,Micro ATX Mini Tower,-14.0,0,0
a3c03c9b-1fad-495c-80cb-83dd59688296,c4b1cb40-5a6c-45ea-94b0-c359607b7491,8.0,GDDR6,225.0,293.0,3.0,275.0,ATX Mid Tower,-18.0,0,0
972b0354-92d0-4589-a37d-556831a11a06,80b0ab94-bdff-4d8a-8492-e044480d136e,2.0,GDDR5,20.0,172.5,2.0,320.0,Micro ATX Mid Tower,147.5,1,1
9af473bc-67a6-4182-8af7-3087dd7f3125,ef959529-a9c5-41b9-84b7-9a2de942b470,16.0,GDDR7,300.0,332.0,4.0,250.0,Mini ITX Tower,-82.0,0,0
1507c99a-00ed-4ea1-b330-b6f61784e53f,67f2d029-a7b1-4f33-a690-9e22b93ebc26,8.0,GDDR6,250.0,299.0,2.7,279.0,Mini ITX Tower,-20.0,0,0
f50f9ab3-273e-4d31-b8c7-1cace55907fa,2caa6d20-79b7-4649-b15d-16f0fd7ed3cf,12.0,GDDR6X,285.0,323.0,3.0,322.0,Mini ITX Tower,-1.0,0,0
3570e718-7040-478b-b45f-dc7a3f30a349,e2291907-e554-436a-a85d-740e2612bed8,16.0,GDDR6X,320.0,332.0,3.5,330.0,Mini ITX Tower,-2.0,0,0
83d6157b-a152-46cb-b250-ab5253668c6e,3904917d-82cb-496a-a814-84fb849ac200,8.0,GDDR6,115.0,170.0,2.0,420.0,ATX Mid Tower,250.0,1,1
2b2908e7-f8a0-41f1-9915-4eb6009bad61,6d7ebfae-64d9-48ef-98cc-f7ef898da946,16.0,GDDR6,360.0,360.0,3.5,350.0,ATX Mid Tower,-10.0,0,0
